sgRNA,Gene,Snu-1_clone_114_D=0,Snu-1_clone_114_D=10
ADCK1_PKc_E5_159.31,ADCK1,432,357
ADCK1_PKc_E6_159.6,ADCK1,289,121
ADCK1_PKc_E7_117.13,ADCK1,450,389
ADCK1_PKc_E8_150.18,ADCK1,571,2165
ADCK1_PKc_E9_99.4,ADCK1,771,926
ADCK2_PKc_E1_534.7,ADCK2,252,270
ADCK2_PKc_E3_129.17,ADCK2,563,1229
ADCK2_PKc_E4_96.5,ADCK2,355,544
ADCK2_PKc_E6_129.2,ADCK2,171,197
ADCK2_PKc_E7_54,ADCK2,849,826
ADCK2_PKc_E8_114.6,ADCK2,440,743
ADCK3_PKc_E10_94.9,ADCK3,576,277
ADCK3_PKc_E11_142.6,ADCK3,509,560
ADCK3_PKc_E12_108.8,ADCK3,594,712
ADCK3_PKc_E13_66.1,ADCK3,454,682
ADCK3_PKc_E8_141.23,ADCK3,509,388
ADCK3_PKc_E9_82.2,ADCK3,1185,1241
ADCK4_PKc_E10_94.6,ADCK4,229,94
ADCK4_PKc_E12_108.1,ADCK4,244,199
ADCK4_PKc_E13_66.2,ADCK4,727,776
ADCK4_PKc_E14_87.6,ADCK4,824,674
ADCK4_PKc_E8_141.12,ADCK4,398,464
ADCK4_PKc_E9_82.4,ADCK4,404,713
ADCK5_PKc_E10_82.1,ADCK5,651,614
ADCK5_PKc_E11_79.1,ADCK5,621,882
ADCK5_PKc_E12_52.5,ADCK5,315,181
ADCK5_PKc_E7_114.17,ADCK5,739,1070
ADCK5_PKc_E8_132.7,ADCK5,665,513
ADCK5_PKc_E9_84.2,ADCK5,584,524
ADRBK1_PKc_E10_79.2,ADRBK1,743,758
ADRBK1_PKc_E11_131.9,ADRBK1,492,754
ADRBK1_PKc_E12_95.3,ADRBK1,389,489
ADRBK1_PKc_E13_108.17,ADRBK1,882,1012
ADRBK1_PKc_E8_80.4,ADRBK1,186,179
ADRBK1_PKc_E9_100.8,ADRBK1,783,2059
ADRBK2_PKc_E10_79.5,ADRBK2,87,68
ADRBK2_PKc_E11_131.8,ADRBK2,551,1898
ADRBK2_PKc_E12_95.1,ADRBK2,882,850
ADRBK2_PKc_E13_108.5,ADRBK2,433,1022
ADRBK2_PKc_E8_92.2,ADRBK2,311,300
ADRBK2_PKc_E9_100.2,ADRBK2,1071,1243
AK1_PKc_E3_28,AK1,698,562
AK1_PKc_E3_28.1,AK1,313,297
AK1_PKc_E4_164.19,AK1,712,638
AK1_PKc_E4_164.27,AK1,1374,1838
AK1_PKc_E5_117.13,AK1,604,617
AK1_PKc_E5_117.2,AK1,495,330
AK2_PKc_E6_159,AK2,651,493
AK2_PKc_E6_159.16,AK2,616,1148
AK2_PKc_E6_159.17,AK2,298,307
AK2_PKc_E6_159.19,AK2,591,1015
AK2_PKc_E6_159.21,AK2,428,122
AK2_PKc_E6_159.6,AK2,11,3
AK3_PKc_E1_127.14,AK3,682,616
AK3_PKc_E1_127.18,AK3,357,485
AK3_PKc_E2_120.3,AK3,807,1594
AK3_PKc_E3_173.2,AK3,678,581
AK3_PKc_E4_119.7,AK3,594,1381
AK3_PKc_E5_40,AK3,223,30
AKT1_PKc_E10_129.13,AKT1,629,1387
AKT1_PKc_E5_66.5,AKT1,414,391
AKT1_PKc_E6_132.15,AKT1,316,307
AKT1_PKc_E7_66.3,AKT1,363,549
AKT1_PKc_E8_69.2,AKT1,779,541
AKT1_PKc_E9_126.3,AKT1,453,203
AKT2_PKc_E10_129.1,AKT2,295,177
AKT2_PKc_E11_215.3,AKT2,172,52
AKT2_PKc_E6_120.14,AKT2,596,289
AKT2_PKc_E7_66.3,AKT2,276,304
AKT2_PKc_E8_69.8,AKT2,1220,1068
AKT2_PKc_E9_123.8,AKT2,601,699
AKT3_PKc_E10_215.1,AKT3,178,108
AKT3_PKc_E4_36,AKT3,501,777
AKT3_PKc_E5_132.2,AKT3,704,833
AKT3_PKc_E7_69.7,AKT3,1115,2277
AKT3_PKc_E8_123.3,AKT3,766,1275
AKT3_PKc_E9_129.5,AKT3,672,509
ALK_PKc_E20_35,ALK,894,862
ALK_PKc_E21_91.12,ALK,182,140
ALK_PKc_E22_65.1,ALK,335,429
ALK_PKc_E23_130,ALK,1276,2174
ALK_PKc_E24_98.8,ALK,759,880
ALK_PKc_E25_93.7,ALK,1109,486
AMHR2_PKc_E10_137.5,AMHR2,966,1046
AMHR2_PKc_E11_108.5,AMHR2,712,708
AMHR2_PKc_E6_231.14,AMHR2,287,227
AMHR2_PKc_E7_115.1,AMHR2,887,736
AMHR2_PKc_E8_173.31,AMHR2,1106,1142
AMHR2_PKc_E9_148.14,AMHR2,225,556
ANKK1_PKc_E1_113.15,ANKK1,463,769
ANKK1_PKc_E1_113.4,ANKK1,1379,1421
ANKK1_PKc_E2_295.2,ANKK1,605,886
ANKK1_PKc_E3_152.22,ANKK1,456,441
ANKK1_PKc_E5_156.2,ANKK1,345,378
ANKK1_PKc_E6_41,ANKK1,589,796
ARAF_PKc_E10_152.4,ARAF,752,928
ARAF_PKc_E10_152.5,ARAF,391,1142
ARAF_PKc_E11_177.1,ARAF,259,380
ARAF_PKc_E11_177.9,ARAF,322,288
ARAF_PKc_E12_47,ARAF,473,524
ARAF_PKc_E14_132.7,ARAF,1151,1933
ATM_PKc_E60_115.5,ATM,581,586
ATM_PKc_E60_115.6,ATM,313,349
ATM_PKc_E61_64,ATM,228,238
ATM_PKc_E61_64.1,ATM,443,614
ATM_PKc_E62_36,ATM,818,1242
ATM_PKc_E62_36.1,ATM,424,515
ATR_PKc_E41_144.3,ATR,362,118
ATR_PKc_E42_151.4,ATR,1126,67
ATR_PKc_E43_157.9,ATR,822,167
ATR_PKc_E44_154.6,ATR,312,4
ATR_PKc_E45_152,ATR,467,290
ATR_PKc_E46_46.1,ATR,619,642
AURKA_PKc_E10_175.19,AURKA,643,724
AURKA_PKc_E7_188.1,AURKA,611,25
AURKA_PKc_E7_188.1,AURKA,298,132
AURKA_PKc_E8_139,AURKA,453,321
AURKA_PKc_E8_139.6,AURKA,504,155
AURKA_PKc_E9_149.6,AURKA,525,1073
AURKB_PKc_E5_191.1,AURKB,831,201
AURKB_PKc_E5_191.2,AURKB,337,8
AURKB_PKc_E6_139.5,AURKB,428,163
AURKB_PKc_E7_149.8,AURKB,824,1134
AURKB_PKc_E8_175.4,AURKB,360,7
AURKB_PKc_E9_156.14,AURKB,602,51
AURKC_PKc_E3_191.2,AURKC,422,509
AURKC_PKc_E3_191.21,AURKC,204,700
AURKC_PKc_E4_139.1,AURKC,553,560
AURKC_PKc_E5_149.13,AURKC,99,150
AURKC_PKc_E6_175.14,AURKC,559,380
AURKC_PKc_E7_156.13,AURKC,548,749
AXL_PKc_E13_31,AXL,212,114
AXL_PKc_E14_78.7,AXL,336,405
AXL_PKc_E15_93.5,AXL,685,750
AXL_PKc_E16_122.7,AXL,445,847
AXL_PKc_E17_110.5,AXL,279,313
AXL_PKc_E18_160.14,AXL,732,774
BCR_PKc_E1_1278.13,BCR,132,201
BCR_PKc_E1_1278.203,BCR,219,178
BCR_PKc_E1_1278.242,BCR,437,246
BCR_PKc_E1_1278.57,BCR,2,1
BCR_PKc_E1_1278.9,BCR,153,260
BCR_PKc_E1_1278.96,BCR,684,589
BLK_PKc_E10_77.4,BLK,713,1271
BLK_PKc_E11_151.13,BLK,206,285
BLK_PKc_E12_132.4,BLK,525,487
BLK_PKc_E13_176.19,BLK,480,346
BLK_PKc_E8_76.7,BLK,356,363
BLK_PKc_E9_180.11,BLK,705,385
BMP2K_PKc_E1_40.1,BMP2K,676,1424
BMP2K_PKc_E2_119.7,BMP2K,444,399
BMP2K_PKc_E3_106.5,BMP2K,388,320
BMP2K_PKc_E4_143.5,BMP2K,640,741
BMP2K_PKc_E5_122.2,BMP2K,661,1015
BMP2K_PKc_E6_82.7,BMP2K,272,447
BMPR1A_PKc_E10_298,BMPR1A,219,220
BMPR1A_PKc_E10_298.1,BMPR1A,776,1038
BMPR1A_PKc_E11_176.18,BMPR1A,406,647
BMPR1A_PKc_E11_176.4,BMPR1A,748,2263
BMPR1A_PKc_E13_99.2,BMPR1A,195,307
BMPR1A_PKc_E13_99.3,BMPR1A,377,1003
BMPR1B_PKc_E10_131.6,BMPR1B,1057,675
BMPR1B_PKc_E11_123.7,BMPR1B,784,789
BMPR1B_PKc_E7_187.11,BMPR1B,437,247
BMPR1B_PKc_E7_187.4,BMPR1B,448,510
BMPR1B_PKc_E8_298.19,BMPR1B,996,1680
BMPR1B_PKc_E9_176,BMPR1B,1145,743
BMPR2_PKc_E10_137.6,BMPR2,710,1234
BMPR2_PKc_E11_99.2,BMPR2,572,671
BMPR2_PKc_E6_231,BMPR2,553,1087
BMPR2_PKc_E6_231.14,BMPR2,89,70
BMPR2_PKc_E7_115.4,BMPR2,830,2280
BMPR2_PKc_E7_115.6,BMPR2,568,982
BRAF_PKc_E12_85.2,BRAF,559,801
BRAF_PKc_E13_177.6,BRAF,466,362
BRAF_PKc_E14_47.1,BRAF,994,694
BRAF_PKc_E15_119.2,BRAF,680,842
BRAF_PKc_E16_132.5,BRAF,485,652
BRAF_PKc_E17_135,BRAF,174,251
BRSK1_PKc_E1_43.4,BRSK1,507,393
BRSK1_PKc_E2_95.4,BRSK1,560,682
BRSK1_PKc_E3_86,BRSK1,462,636
BRSK1_PKc_E4_141.5,BRSK1,390,322
BRSK1_PKc_E5_117.2,BRSK1,431,462
BRSK1_PKc_E6_34,BRSK1,362,597
BRSK2_PKc_E1_43.7,BRSK2,273,111
BRSK2_PKc_E2_95.4,BRSK2,518,536
BRSK2_PKc_E3_86.2,BRSK2,308,352
BRSK2_PKc_E4_141.11,BRSK2,211,268
BRSK2_PKc_E5_117.9,BRSK2,430,315
BRSK2_PKc_E6_34.3,BRSK2,815,912
BTK_PKc_E14_161.16,BTK,914,963
BTK_PKc_E15_217.14,BTK,927,1151
BTK_PKc_E16_65,BTK,585,629
BTK_PKc_E17_119.1,BTK,715,590
BTK_PKc_E18_158.4,BTK,1080,1557
BTK_PKc_E19_48,BTK,89,87
BUB1_PKc_E20_108.7,BUB1,297,437
BUB1_PKc_E21_162.7,BUB1,349,11
BUB1_PKc_E22_158.8,BUB1,1190,1299
BUB1_PKc_E23_172.2,BUB1,756,441
BUB1_PKc_E24_107,BUB1,634,165
BUB1_PKc_E25_157.4,BUB1,823,158
BUB1B_PKc_E17_37,BUB1B,806,183
BUB1B_PKc_E18_101.2,BUB1B,288,86
BUB1B_PKc_E19_150.8,BUB1B,415,14
BUB1B_PKc_E20_143.5,BUB1B,574,1274
BUB1B_PKc_E21_172.12,BUB1B,945,42
BUB1B_PKc_E22_107.9,BUB1B,975,286
CAMK1_PKc_E2_38,CAMK1,443,701
CAMK1_PKc_E3_132.17,CAMK1,419,378
CAMK1_PKc_E4_75.9,CAMK1,1208,1585
CAMK1_PKc_E5_139,CAMK1,459,250
CAMK1_PKc_E6_127.1,CAMK1,1333,1426
CAMK1_PKc_E7_76.4,CAMK1,731,635
CAMK1D_PKc_E1_59,CAMK1D,751,748
CAMK1D_PKc_E2_132.3,CAMK1D,152,110
CAMK1D_PKc_E3_75.1,CAMK1D,1065,2004
CAMK1D_PKc_E4_139.1,CAMK1D,358,795
CAMK1D_PKc_E5_127.8,CAMK1D,867,713
CAMK1D_PKc_E6_76.2,CAMK1D,789,907
CAMK1G_PKc_E10_82,CAMK1G,1113,777
CAMK1G_PKc_E10_82.8,CAMK1G,181,214
CAMK1G_PKc_E2_38,CAMK1G,385,733
CAMK1G_PKc_E2_38.1,CAMK1G,310,636
CAMK1G_PKc_E3_129.2,CAMK1G,521,678
CAMK1G_PKc_E3_129.8,CAMK1G,182,221
CAMK2A_PKc_E2_95,CAMK2A,317,327
CAMK2A_PKc_E3_60,CAMK2A,725,604
CAMK2A_PKc_E4_55.3,CAMK2A,1816,2254
CAMK2A_PKc_E5_66.6,CAMK2A,347,212
CAMK2A_PKc_E6_73.3,CAMK2A,1341,1089
CAMK2A_PKc_E7_103.16,CAMK2A,688,1321
CAMK2B_PKc_E1_32,CAMK2B,676,1371
CAMK2B_PKc_E2_95.3,CAMK2B,550,736
CAMK2B_PKc_E3_60.2,CAMK2B,714,615
CAMK2B_PKc_E4_55,CAMK2B,872,941
CAMK2B_PKc_E5_66.1,CAMK2B,387,628
CAMK2B_PKc_E6_73.6,CAMK2B,877,1203
CAMK2D_PKc_E1_32,CAMK2D,550,535
CAMK2D_PKc_E2_95.4,CAMK2D,830,1365
CAMK2D_PKc_E3_60,CAMK2D,223,166
CAMK2D_PKc_E4_55.2,CAMK2D,971,808
CAMK2D_PKc_E5_66,CAMK2D,257,235
CAMK2D_PKc_E6_73.1,CAMK2D,560,264
CAMK2G_PKc_E1_32.1,CAMK2G,380,342
CAMK2G_PKc_E2_95.4,CAMK2G,447,833
CAMK2G_PKc_E3_60.2,CAMK2G,129,87
CAMK2G_PKc_E4_55.3,CAMK2G,874,420
CAMK2G_PKc_E5_66.2,CAMK2G,335,37
CAMK2G_PKc_E6_73.1,CAMK2G,732,198
CAMK4_PKc_E1_38.2,CAMK4,531,1081
CAMK4_PKc_E2_79.4,CAMK4,166,242
CAMK4_PKc_E3_63,CAMK4,416,853
CAMK4_PKc_E4_83.1,CAMK4,861,1205
CAMK4_PKc_E5_73.1,CAMK4,586,520
CAMK4_PKc_E6_91.4,CAMK4,593,596
CAMKK1_PKc_E3_30,CAMKK1,565,1211
CAMKK1_PKc_E4_54.2,CAMKK1,583,811
CAMKK1_PKc_E5_52,CAMKK1,404,508
CAMKK1_PKc_E6_134.7,CAMKK1,343,783
CAMKK1_PKc_E7_37,CAMKK1,786,813
CAMKK1_PKc_E9_89.4,CAMKK1,1313,1923
CAMKK2_PKc_E3_36,CAMKK2,1325,1266
CAMKK2_PKc_E4_54,CAMKK2,1114,1464
CAMKK2_PKc_E5_52.1,CAMKK2,293,466
CAMKK2_PKc_E6_134.7,CAMKK2,178,356
CAMKK2_PKc_E7_37.3,CAMKK2,1,1
CAMKK2_PKc_E9_89.6,CAMKK2,414,380
CAMKV_PKc_E3_132.12,CAMKV,562,501
CAMKV_PKc_E3_132.8,CAMKV,351,431
CAMKV_PKc_E4_75.2,CAMKV,338,505
CAMKV_PKc_E4_75.5,CAMKV,712,712
CAMKV_PKc_E5_139.14,CAMKV,758,717
CAMKV_PKc_E6_121.12,CAMKV,696,897
CASK_PKc_E3_106,CASK,722,544
CASK_PKc_E3_106.2,CASK,473,562
CASK_PKc_E5_73,CASK,1008,2212
CASK_PKc_E5_73.1,CASK,200,157
CASK_PKc_E6_103.2,CASK,414,488
CASK_PKc_E8_123.4,CASK,799,662
CDC42BPA_PKc_E1_169.4,CDC42BPA,745,612
CDC42BPA_PKc_E2_92.2,CDC42BPA,322,539
CDC42BPA_PKc_E3_84,CDC42BPA,238,492
CDC42BPA_PKc_E4_96,CDC42BPA,469,825
CDC42BPA_PKc_E5_149.8,CDC42BPA,692,788
CDC42BPA_PKc_E6_94.3,CDC42BPA,774,1395
CDC42BPB_PKc_E1_169.12,CDC42BPB,446,684
CDC42BPB_PKc_E2_92.2,CDC42BPB,739,427
CDC42BPB_PKc_E3_84.2,CDC42BPB,756,537
CDC42BPB_PKc_E4_96.3,CDC42BPB,327,390
CDC42BPB_PKc_E5_149.5,CDC42BPB,165,79
CDC42BPB_PKc_E6_94.2,CDC42BPB,288,200
CDC42BPG_PKc_E2_48.1,CDC42BPG,286,416
CDC42BPG_PKc_E3_84.3,CDC42BPG,776,397
CDC42BPG_PKc_E4_96.3,CDC42BPG,269,96
CDC42BPG_PKc_E5_149.5,CDC42BPG,272,198
CDC42BPG_PKc_E6_94.3,CDC42BPG,600,1094
CDC42BPG_PKc_E7_201.27,CDC42BPG,118,182
CDC7_PKc_E3_34,CDC7,410,204
CDC7_PKc_E4_136.1,CDC7,611,155
CDC7_PKc_E5_94.1,CDC7,654,11
CDC7_PKc_E6_143.7,CDC7,194,35
CDC7_PKc_E7_250.6,CDC7,628,168
CDC7_PKc_E8_96.2,CDC7,253,385
CDK1_PKc_E2_37.1,CDK1,813,1129
CDK1_PKc_E4_124.1,CDK1,782,424
CDK1_PKc_E6_164,CDK1,360,52
CDK10_PKc_E2_70.1,CDK10,428,139
CDK10_PKc_E3_72.5,CDK10,279,104
CDK10_PKc_E4_103.11,CDK10,955,410
CDK10_PKc_E5_82.4,CDK10,372,128
CDK10_PKc_E6_68.2,CDK10,171,77
CDK10_PKc_E7_53.1,CDK10,689,463
CDK11A_PKc_E13_122.13,CDK11A,590,1435
CDK11A_PKc_E13_122.15,CDK11A,524,723
CDK11A_PKc_E14_106.1,CDK11A,302,269
CDK11A_PKc_E15_122.4,CDK11A,491,918
CDK11A_PKc_E16_108.16,CDK11A,437,29
CDK11A_PKc_E18_149.14,CDK11A,1165,2181
CDK11B_PKc_E13_122.7,CDK11B,197,361
CDK11B_PKc_E14_106.1,CDK11B,621,874
CDK11B_PKc_E15_122.1,CDK11B,602,440
CDK11B_PKc_E16_108.16,CDK11B,137,1
CDK11B_PKc_E17_117.11,CDK11B,838,1373
CDK11B_PKc_E18_149.2,CDK11B,508,1952
CDK12_PKc_E4_94.7,CDK12,658,380
CDK12_PKc_E5_171.8,CDK12,411,996
CDK12_PKc_E6_190.11,CDK12,319,444
CDK12_PKc_E7_57,CDK12,1061,1183
CDK12_PKc_E8_102.1,CDK12,492,1
CDK12_PKc_E9_78.1,CDK12,555,704
CDK13_PKc_E4_94.2,CDK13,770,1731
CDK13_PKc_E5_171,CDK13,204,336
CDK13_PKc_E6_190.2,CDK13,687,396
CDK13_PKc_E7_57,CDK13,516,707
CDK13_PKc_E8_102.1,CDK13,900,1418
CDK13_PKc_E9_78.2,CDK13,457,555
CDK14_PKc_E4_80.5,CDK14,740,1493
CDK14_PKc_E5_80.5,CDK14,569,904
CDK14_PKc_E6_95.1,CDK14,925,382
CDK14_PKc_E7_63.2,CDK14,1303,2122
CDK14_PKc_E8_124.5,CDK14,156,97
CDK14_PKc_E9_121.7,CDK14,556,450
CDK15_PKc_E3_65.5,CDK15,562,646
CDK15_PKc_E4_80.2,CDK15,1401,1589
CDK15_PKc_E5_95.2,CDK15,337,548
CDK15_PKc_E6_63.4,CDK15,405,976
CDK15_PKc_E7_124.3,CDK15,372,601
CDK15_PKc_E8_121,CDK15,635,876
CDK16_PKc_E10_121.7,CDK16,370,765
CDK16_PKc_E5_36,CDK16,846,1316
CDK16_PKc_E6_115.13,CDK16,449,369
CDK16_PKc_E7_95.4,CDK16,937,1101
CDK16_PKc_E8_63.4,CDK16,535,543
CDK16_PKc_E9_124.3,CDK16,815,663
CDK17_PKc_E10_124.1,CDK17,912,1556
CDK17_PKc_E11_121.4,CDK17,932,307
CDK17_PKc_E6_48.2,CDK17,759,590
CDK17_PKc_E7_115.3,CDK17,546,413
CDK17_PKc_E8_95.2,CDK17,435,363
CDK17_PKc_E9_63.2,CDK17,569,295
CDK18_PKc_E10_121.12,CDK18,612,777
CDK18_PKc_E5_45,CDK18,227,113
CDK18_PKc_E6_115.5,CDK18,73,38
CDK18_PKc_E7_95.9,CDK18,431,797
CDK18_PKc_E8_63.3,CDK18,497,304
CDK18_PKc_E9_124.19,CDK18,718,445
CDK2_PKc_E1_116.9,CDK2,133,58
CDK2_PKc_E2_78.3,CDK2,530,179
CDK2_PKc_E3_121.2,CDK2,379,648
CDK2_PKc_E4_171.1,CDK2,821,131
CDK2_PKc_E5_102.12,CDK2,451,130
CDK2_PKc_E6_204.3,CDK2,420,782
CDK20_PKc_E1_75.1,CDK20,346,178
CDK20_PKc_E2_114.2,CDK20,425,238
CDK20_PKc_E3_189.5,CDK20,325,355
CDK20_PKc_E4_122.2,CDK20,633,585
CDK20_PKc_E5_63.6,CDK20,705,1040
CDK20_PKc_E6_124.5,CDK20,831,1292
CDK3_PKc_E2_116.4,CDK3,997,1408
CDK3_PKc_E3_78.3,CDK3,611,595
CDK3_PKc_E4_121,CDK3,630,580
CDK3_PKc_E5_171.11,CDK3,469,992
CDK3_PKc_E6_102,CDK3,624,149
CDK3_PKc_E7_204.1,CDK3,678,1719
CDK4_PKc_E2_206.14,CDK4,715,44
CDK4_PKc_E3_136.21,CDK4,304,20
CDK4_PKc_E4_168.12,CDK4,1094,63
CDK4_PKc_E5_110.4,CDK4,684,91
CDK4_PKc_E6_51,CDK4,396,180
CDK4_PKc_E7_136.28,CDK4,166,19
CDK5_PKc_E1_37.2,CDK5,470,235
CDK5_PKc_E2_89.3,CDK5,548,473
CDK5_PKc_E3_68,CDK5,170,101
CDK5_PKc_E5_57.1,CDK5,778,1168
CDK5_PKc_E6_96.4,CDK5,705,571
CDK5_PKc_E7_75.5,CDK5,348,239
CDK6_PKc_E2_203.31,CDK6,554,272
CDK6_PKc_E3_136.2,CDK6,300,377
CDK6_PKc_E4_168.11,CDK6,1249,1898
CDK6_PKc_E5_110.8,CDK6,109,238
CDK6_PKc_E6_51.2,CDK6,542,758
CDK6_PKc_E7_136.3,CDK6,844,593
CDK7_PKc_E1_48,CDK7,669,258
CDK7_PKc_E2_60.3,CDK7,760,98
CDK7_PKc_E4_68.3,CDK7,517,290
CDK7_PKc_E5_69.2,CDK7,296,511
CDK7_PKc_E6_111.3,CDK7,522,75
CDK7_PKc_E7_119.11,CDK7,287,202
CDK9_PKc_E1_77.1,CDK9,820,164
CDK9_PKc_E1_77.4,CDK9,775,972
CDK9_PKc_E4_167.13,CDK9,1204,644
CDK9_PKc_E6_149.13,CDK9,615,101
CDK9_PKc_E7_192.9,CDK9,650,1052
CDKL1_PKc_E1_165.12,CDKL1,520,321
CDKL1_PKc_E2_122,CDKL1,497,274
CDKL1_PKc_E3_73.1,CDKL1,469,466
CDKL1_PKc_E4_91.3,CDKL1,850,1691
CDKL1_PKc_E5_201.9,CDKL1,867,653
CDKL1_PKc_E6_83.1,CDKL1,371,354
CDKL2_PKc_E2_165.1,CDKL2,669,893
CDKL2_PKc_E3_195.7,CDKL2,541,493
CDKL2_PKc_E4_179.16,CDKL2,441,426
CDKL2_PKc_E5_113.6,CDKL2,389,889
CDKL2_PKc_E6_140,CDKL2,487,646
CDKL2_PKc_E7_66.4,CDKL2,428,397
CDKL3_PKc_E2_162.7,CDKL3,604,1202
CDKL3_PKc_E3_195.2,CDKL3,716,980
CDKL3_PKc_E4_179.6,CDKL3,340,584
CDKL3_PKc_E5_113.2,CDKL3,315,119
CDKL3_PKc_E6_140.5,CDKL3,692,1307
CDKL3_PKc_E7_66.1,CDKL3,522,1026
CDKL4_PKc_E1_165.9,CDKL4,945,644
CDKL4_PKc_E2_122,CDKL4,540,1006
CDKL4_PKc_E3_73,CDKL4,785,866
CDKL4_PKc_E4_91.2,CDKL4,286,263
CDKL4_PKc_E5_198.19,CDKL4,691,563
CDKL4_PKc_E6_83.2,CDKL4,357,620
CDKL5_PKc_E2_34,CDKL5,1065,2377
CDKL5_PKc_E3_35,CDKL5,1612,2295
CDKL5_PKc_E4_46,CDKL5,525,783
CDKL5_PKc_E5_137.5,CDKL5,838,972
CDKL5_PKc_E6_121.2,CDKL5,991,1188
CDKL5_PKc_E7_60,CDKL5,971,2272
CHEK1_PKc_E2_65.4,CHEK1,452,21
CHEK1_PKc_E3_224.1,CHEK1,809,270
CHEK1_PKc_E4_65.6,CHEK1,468,8
CHEK1_PKc_E5_70.1,CHEK1,288,2
CHEK1_PKc_E6_189.6,CHEK1,496,751
CHEK1_PKc_E7_105.1,CHEK1,1059,169
CHEK2_PKc_E10_87.3,CHEK2,431,345
CHEK2_PKc_E5_47.1,CHEK2,580,1089
CHEK2_PKc_E6_109.1,CHEK2,236,954
CHEK2_PKc_E7_54.1,CHEK2,247,340
CHEK2_PKc_E8_62.1,CHEK2,414,787
CHEK2_PKc_E9_100.2,CHEK2,219,326
CHUK_PKc_E1_63.6,CHUK,662,514
CHUK_PKc_E2_95.2,CHUK,858,1289
CHUK_PKc_E3_115,CHUK,331,382
CHUK_PKc_E4_70.2,CHUK,292,489
CHUK_PKc_E5_89,CHUK,335,642
CHUK_PKc_E6_90.5,CHUK,317,347
CIT_PKc_E4_132.1,CIT,317,296
CIT_PKc_E5_102.1,CIT,675,408
CIT_PKc_E6_143.9,CIT,318,325
CIT_PKc_E7_94,CIT,881,770
CIT_PKc_E8_204,CIT,754,769
CIT_PKc_E9_154.9,CIT,331,474
CLK1_PKc_E4_40,CLK1,251,163
CLK1_PKc_E5_67,CLK1,401,404
CLK1_PKc_E6_117.1,CLK1,250,162
CLK1_PKc_E7_167.7,CLK1,695,1000
CLK1_PKc_E8_95,CLK1,832,1080
CLK1_PKc_E9_130.1,CLK1,1404,1102
CLK2_PKc_E10_83.3,CLK2,562,265
CLK2_PKc_E4_40,CLK2,564,434
