sgRNA,Gene,Snu-1_clone_111_D=0,Snu-1_clone_111_D=10
ADCK2_PKc_E3_129.17,ADCK2,1001,1083
ADCK2_PKc_E4_96.5,ADCK2,676,324
ADCK2_PKc_E6_129.2,ADCK2,538,335
ADCK2_PKc_E7_54,ADCK2,1463,765
ADCK2_PKc_E8_114.6,ADCK2,706,452
ADCK3_PKc_E10_94.9,ADCK3,954,618
ADCK3_PKc_E11_142.6,ADCK3,959,580
ADCK3_PKc_E12_108.8,ADCK3,924,627
ADCK3_PKc_E13_66.1,ADCK3,954,335
ADCK3_PKc_E8_141.23,ADCK3,846,566
ADCK3_PKc_E9_82.2,ADCK3,1667,907
ADCK4_PKc_E10_94.6,ADCK4,354,290
ADCK4_PKc_E12_108.1,ADCK4,347,172
ADCK4_PKc_E13_66.2,ADCK4,1260,680
ADCK4_PKc_E14_87.6,ADCK4,1265,671
ADCK4_PKc_E8_141.12,ADCK4,805,728
ADCK4_PKc_E9_82.4,ADCK4,674,320
ADCK5_PKc_E10_82.1,ADCK5,962,606
ADCK5_PKc_E11_79.1,ADCK5,1024,717
ADCK5_PKc_E12_52.5,ADCK5,540,224
ADCK5_PKc_E7_114.17,ADCK5,1062,784
ADCK5_PKc_E8_132.7,ADCK5,993,656
ADCK5_PKc_E9_84.2,ADCK5,1141,307
ADRBK1_PKc_E10_79.2,ADRBK1,1229,529
ADRBK1_PKc_E11_131.9,ADRBK1,692,363
ADRBK1_PKc_E12_95.3,ADRBK1,621,469
ADRBK1_PKc_E13_108.17,ADRBK1,1559,996
ADRBK1_PKc_E8_80.4,ADRBK1,328,288
ADRBK1_PKc_E9_100.8,ADRBK1,1181,908
ADRBK2_PKc_E10_79.5,ADRBK2,254,134
ADRBK2_PKc_E11_131.8,ADRBK2,1109,981
ADRBK2_PKc_E12_95.1,ADRBK2,1509,1041
ADRBK2_PKc_E13_108.5,ADRBK2,884,710
ADRBK2_PKc_E8_92.2,ADRBK2,632,306
ADRBK2_PKc_E9_100.2,ADRBK2,1547,677
AK1_PKc_E3_28,AK1,1157,362
AK1_PKc_E3_28.1,AK1,514,372
AK1_PKc_E4_164.19,AK1,1477,793
AK1_PKc_E4_164.27,AK1,2299,1325
AK1_PKc_E5_117.13,AK1,985,420
AK1_PKc_E5_117.2,AK1,617,309
AK2_PKc_E6_159,AK2,1145,625
AK2_PKc_E6_159.16,AK2,910,640
AK2_PKc_E6_159.17,AK2,446,268
AK2_PKc_E6_159.19,AK2,1247,641
AK2_PKc_E6_159.21,AK2,614,161
AK2_PKc_E6_159.6,AK2,7,4
AK3_PKc_E1_127.14,AK3,1173,469
AK3_PKc_E1_127.18,AK3,558,300
AK3_PKc_E2_120.3,AK3,1565,717
AK3_PKc_E3_173.2,AK3,1170,710
AK3_PKc_E4_119.7,AK3,1009,498
AK3_PKc_E5_40,AK3,298,59
AKT1_PKc_E10_129.13,AKT1,956,808
AKT1_PKc_E5_66.5,AKT1,619,457
AKT1_PKc_E6_132.15,AKT1,727,424
AKT1_PKc_E7_66.3,AKT1,574,451
AKT1_PKc_E8_69.2,AKT1,1357,917
AKT1_PKc_E9_126.3,AKT1,747,437
AKT2_PKc_E10_129.1,AKT2,708,386
AKT2_PKc_E11_215.3,AKT2,142,148
AKT2_PKc_E6_120.14,AKT2,794,359
AKT2_PKc_E7_66.3,AKT2,375,246
AKT2_PKc_E8_69.8,AKT2,2028,1534
AKT2_PKc_E9_123.8,AKT2,948,333
AKT3_PKc_E10_215.1,AKT3,389,155
AKT3_PKc_E4_36,AKT3,858,428
AKT3_PKc_E5_132.2,AKT3,1184,876
AKT3_PKc_E7_69.7,AKT3,1884,1649
AKT3_PKc_E8_123.3,AKT3,1185,719
AKT3_PKc_E9_129.5,AKT3,1209,367
ALK_PKc_E20_35,ALK,1204,745
ALK_PKc_E21_91.12,ALK,224,200
ALK_PKc_E22_65.1,ALK,506,423
ALK_PKc_E23_130,ALK,2040,1385
ALK_PKc_E24_98.8,ALK,1289,940
ALK_PKc_E25_93.7,ALK,1514,897
AMHR2_PKc_E10_137.5,AMHR2,1535,983
AMHR2_PKc_E11_108.5,AMHR2,755,651
AMHR2_PKc_E6_231.14,AMHR2,558,251
AMHR2_PKc_E7_115.1,AMHR2,1521,817
AMHR2_PKc_E8_173.31,AMHR2,1714,825
AMHR2_PKc_E9_148.14,AMHR2,281,249
ANKK1_PKc_E1_113.15,ANKK1,669,439
ANKK1_PKc_E1_113.4,ANKK1,1964,1253
ANKK1_PKc_E2_295.2,ANKK1,1156,660
ANKK1_PKc_E3_152.22,ANKK1,614,509
ANKK1_PKc_E5_156.2,ANKK1,427,393
ANKK1_PKc_E6_41,ANKK1,940,490
ARAF_PKc_E10_152.4,ARAF,1192,1009
ARAF_PKc_E10_152.5,ARAF,829,528
ARAF_PKc_E11_177.1,ARAF,381,257
ARAF_PKc_E11_177.9,ARAF,446,277
ARAF_PKc_E12_47,ARAF,692,701
ARAF_PKc_E14_132.7,ARAF,1770,908
ATM_PKc_E60_115.5,ATM,739,526
ATM_PKc_E60_115.6,ATM,406,255
ATM_PKc_E61_64,ATM,377,392
ATM_PKc_E61_64.1,ATM,729,311
ATM_PKc_E62_36,ATM,917,835
ATM_PKc_E62_36.1,ATM,946,787
ATR_PKc_E41_144.3,ATR,625,162
ATR_PKc_E42_151.4,ATR,1825,244
ATR_PKc_E43_157.9,ATR,1241,353
ATR_PKc_E44_154.6,ATR,510,56
ATR_PKc_E45_152,ATR,730,231
ATR_PKc_E46_46.1,ATR,955,549
AURKA_PKc_E10_175.19,AURKA,833,523
AURKA_PKc_E7_188.1,AURKA,1163,43
AURKA_PKc_E7_188.1,AURKA,488,194
AURKA_PKc_E8_139,AURKA,813,472
AURKA_PKc_E8_139.6,AURKA,961,490
AURKA_PKc_E9_149.6,AURKA,797,601
AURKB_PKc_E5_191.1,AURKB,1093,602
AURKB_PKc_E5_191.2,AURKB,576,160
AURKB_PKc_E6_139.5,AURKB,880,557
AURKB_PKc_E7_149.8,AURKB,1302,1198
AURKB_PKc_E8_175.4,AURKB,610,208
AURKB_PKc_E9_156.14,AURKB,926,245
AURKC_PKc_E3_191.2,AURKC,796,502
AURKC_PKc_E3_191.21,AURKC,374,100
AURKC_PKc_E4_139.1,AURKC,972,590
AURKC_PKc_E5_149.13,AURKC,153,243
AURKC_PKc_E6_175.14,AURKC,952,341
AURKC_PKc_E7_156.13,AURKC,915,328
AXL_PKc_E13_31,AXL,356,146
AXL_PKc_E14_78.7,AXL,624,396
AXL_PKc_E15_93.5,AXL,1253,773
AXL_PKc_E16_122.7,AXL,598,343
AXL_PKc_E17_110.5,AXL,382,127
AXL_PKc_E18_160.14,AXL,1312,401
BCR_PKc_E1_1278.13,BCR,283,140
BCR_PKc_E1_1278.203,BCR,294,274
BCR_PKc_E1_1278.242,BCR,878,365
BCR_PKc_E1_1278.57,BCR,1,1
BCR_PKc_E1_1278.9,BCR,298,138
BCR_PKc_E1_1278.96,BCR,1110,523
BLK_PKc_E10_77.4,BLK,1158,1147
BLK_PKc_E11_151.13,BLK,596,318
BLK_PKc_E12_132.4,BLK,1000,662
BLK_PKc_E13_176.19,BLK,746,593
BLK_PKc_E8_76.7,BLK,491,462
BLK_PKc_E9_180.11,BLK,984,438
BMP2K_PKc_E1_40.1,BMP2K,1161,831
BMP2K_PKc_E2_119.7,BMP2K,366,356
BMP2K_PKc_E3_106.5,BMP2K,590,356
BMP2K_PKc_E4_143.5,BMP2K,1110,1116
BMP2K_PKc_E5_122.2,BMP2K,1353,1161
BMP2K_PKc_E6_82.7,BMP2K,697,715
BMPR1A_PKc_E10_298,BMPR1A,389,111
BMPR1A_PKc_E10_298.1,BMPR1A,1436,510
BMPR1A_PKc_E11_176.18,BMPR1A,620,221
BMPR1A_PKc_E11_176.4,BMPR1A,1375,340
BMPR1A_PKc_E13_99.2,BMPR1A,298,250
BMPR1A_PKc_E13_99.3,BMPR1A,590,184
BMPR1B_PKc_E10_131.6,BMPR1B,1557,752
BMPR1B_PKc_E11_123.7,BMPR1B,1107,597
BMPR1B_PKc_E7_187.11,BMPR1B,865,298
BMPR1B_PKc_E7_187.4,BMPR1B,523,340
BMPR1B_PKc_E8_298.19,BMPR1B,1625,1126
BMPR1B_PKc_E9_176,BMPR1B,1904,1025
BMPR2_PKc_E10_137.6,BMPR2,1049,506
BMPR2_PKc_E11_99.2,BMPR2,1168,701
BMPR2_PKc_E6_231,BMPR2,825,421
BMPR2_PKc_E6_231.14,BMPR2,149,75
BMPR2_PKc_E7_115.4,BMPR2,1331,590
BMPR2_PKc_E7_115.6,BMPR2,1145,410
BRAF_PKc_E12_85.2,BRAF,854,494
BRAF_PKc_E13_177.6,BRAF,777,329
BRAF_PKc_E14_47.1,BRAF,1268,739
BRAF_PKc_E15_119.2,BRAF,1377,732
BRAF_PKc_E16_132.5,BRAF,638,234
BRAF_PKc_E17_135,BRAF,153,117
BRSK1_PKc_E1_43.4,BRSK1,671,329
BRSK1_PKc_E2_95.4,BRSK1,824,633
BRSK1_PKc_E3_86,BRSK1,673,400
BRSK1_PKc_E4_141.5,BRSK1,550,331
BRSK1_PKc_E5_117.2,BRSK1,551,246
BRSK1_PKc_E6_34,BRSK1,515,398
BRSK2_PKc_E1_43.7,BRSK2,513,301
BRSK2_PKc_E2_95.4,BRSK2,681,524
BRSK2_PKc_E3_86.2,BRSK2,628,342
BRSK2_PKc_E4_141.11,BRSK2,230,218
BRSK2_PKc_E5_117.9,BRSK2,707,462
BRSK2_PKc_E6_34.3,BRSK2,1284,883
BTK_PKc_E14_161.16,BTK,1670,1011
BTK_PKc_E15_217.14,BTK,1817,636
BTK_PKc_E16_65,BTK,989,479
BTK_PKc_E17_119.1,BTK,1090,750
BTK_PKc_E18_158.4,BTK,1478,1195
BTK_PKc_E19_48,BTK,131,92
BUB1_PKc_E20_108.7,BUB1,496,535
BUB1_PKc_E21_162.7,BUB1,517,19
BUB1_PKc_E22_158.8,BUB1,1701,1428
BUB1_PKc_E23_172.2,BUB1,1121,541
BUB1_PKc_E24_107,BUB1,1149,465
BUB1_PKc_E25_157.4,BUB1,1283,654
BUB1B_PKc_E17_37,BUB1B,1271,799
BUB1B_PKc_E18_101.2,BUB1B,554,180
BUB1B_PKc_E19_150.8,BUB1B,676,120
BUB1B_PKc_E20_143.5,BUB1B,775,775
BUB1B_PKc_E21_172.12,BUB1B,1389,243
BUB1B_PKc_E22_107.9,BUB1B,1712,743
CAMK1_PKc_E2_38,CAMK1,823,363
CAMK1_PKc_E3_132.17,CAMK1,512,390
CAMK1_PKc_E4_75.9,CAMK1,1878,1399
CAMK1_PKc_E5_139,CAMK1,611,361
CAMK1_PKc_E6_127.1,CAMK1,2340,929
CAMK1_PKc_E7_76.4,CAMK1,1086,598
CAMK1D_PKc_E1_59,CAMK1D,1212,912
CAMK1D_PKc_E2_132.3,CAMK1D,155,243
CAMK1D_PKc_E3_75.1,CAMK1D,1875,1501
CAMK1D_PKc_E4_139.1,CAMK1D,558,306
CAMK1D_PKc_E5_127.8,CAMK1D,1750,1051
CAMK1D_PKc_E6_76.2,CAMK1D,1093,944
CAMK1G_PKc_E10_82,CAMK1G,1448,736
CAMK1G_PKc_E10_82.8,CAMK1G,533,288
CAMK1G_PKc_E2_38,CAMK1G,739,460
CAMK1G_PKc_E2_38.1,CAMK1G,541,656
CAMK1G_PKc_E3_129.2,CAMK1G,1155,518
CAMK1G_PKc_E3_129.8,CAMK1G,318,251
CAMK2A_PKc_E2_95,CAMK2A,553,271
CAMK2A_PKc_E3_60,CAMK2A,1269,916
CAMK2A_PKc_E4_55.3,CAMK2A,2854,1877
CAMK2A_PKc_E5_66.6,CAMK2A,894,286
CAMK2A_PKc_E6_73.3,CAMK2A,2387,972
CAMK2A_PKc_E7_103.16,CAMK2A,1166,1011
CAMK2B_PKc_E1_32,CAMK2B,1205,716
CAMK2B_PKc_E2_95.3,CAMK2B,723,753
CAMK2B_PKc_E3_60.2,CAMK2B,898,652
CAMK2B_PKc_E4_55,CAMK2B,1408,1062
CAMK2B_PKc_E5_66.1,CAMK2B,706,492
CAMK2B_PKc_E6_73.6,CAMK2B,1556,1101
CAMK2D_PKc_E1_32,CAMK2D,1119,737
CAMK2D_PKc_E2_95.4,CAMK2D,1422,703
CAMK2D_PKc_E3_60,CAMK2D,252,262
CAMK2D_PKc_E4_55.2,CAMK2D,1242,888
CAMK2D_PKc_E5_66,CAMK2D,294,160
CAMK2D_PKc_E6_73.1,CAMK2D,686,287
CAMK2G_PKc_E1_32.1,CAMK2G,550,516
CAMK2G_PKc_E2_95.4,CAMK2G,565,460
CAMK2G_PKc_E3_60.2,CAMK2G,235,207
CAMK2G_PKc_E4_55.3,CAMK2G,1516,669
CAMK2G_PKc_E5_66.2,CAMK2G,536,316
CAMK2G_PKc_E6_73.1,CAMK2G,1552,387
CAMK4_PKc_E1_38.2,CAMK4,920,1015
CAMK4_PKc_E2_79.4,CAMK4,284,167
CAMK4_PKc_E3_63,CAMK4,698,557
CAMK4_PKc_E4_83.1,CAMK4,1332,664
CAMK4_PKc_E5_73.1,CAMK4,991,564
CAMK4_PKc_E6_91.4,CAMK4,1036,641
CAMKK1_PKc_E3_30,CAMKK1,1207,716
CAMKK1_PKc_E4_54.2,CAMKK1,831,567
CAMKK1_PKc_E5_52,CAMKK1,459,360
CAMKK1_PKc_E6_134.7,CAMKK1,559,440
CAMKK1_PKc_E7_37,CAMKK1,1360,354
CAMKK1_PKc_E9_89.4,CAMKK1,2030,1543
CAMKK2_PKc_E3_36,CAMKK2,2207,1404
CAMKK2_PKc_E4_54,CAMKK2,1774,764
CAMKK2_PKc_E5_52.1,CAMKK2,568,193
CAMKK2_PKc_E6_134.7,CAMKK2,293,128
CAMKK2_PKc_E7_37.3,CAMKK2,1,1
CAMKK2_PKc_E9_89.6,CAMKK2,635,404
CAMKV_PKc_E3_132.12,CAMKV,971,480
CAMKV_PKc_E3_132.8,CAMKV,511,262
CAMKV_PKc_E4_75.2,CAMKV,764,501
CAMKV_PKc_E4_75.5,CAMKV,1250,805
CAMKV_PKc_E5_139.14,CAMKV,1284,912
CAMKV_PKc_E6_121.12,CAMKV,1283,749
CASK_PKc_E3_106,CASK,1003,918
CASK_PKc_E3_106.2,CASK,963,509
CASK_PKc_E5_73,CASK,1642,1298
CASK_PKc_E5_73.1,CASK,318,278
CASK_PKc_E6_103.2,CASK,615,519
CASK_PKc_E8_123.4,CASK,1277,588
CDC42BPA_PKc_E1_169.4,CDC42BPA,1581,616
CDC42BPA_PKc_E2_92.2,CDC42BPA,376,394
CDC42BPA_PKc_E3_84,CDC42BPA,443,350
CDC42BPA_PKc_E4_96,CDC42BPA,663,385
CDC42BPA_PKc_E5_149.8,CDC42BPA,1313,786
CDC42BPA_PKc_E6_94.3,CDC42BPA,1275,803
CDC42BPB_PKc_E1_169.12,CDC42BPB,973,514
CDC42BPB_PKc_E2_92.2,CDC42BPB,1334,688
CDC42BPB_PKc_E3_84.2,CDC42BPB,1305,612
CDC42BPB_PKc_E4_96.3,CDC42BPB,591,562
CDC42BPB_PKc_E5_149.5,CDC42BPB,393,42
CDC42BPB_PKc_E6_94.2,CDC42BPB,441,180
CDC42BPG_PKc_E2_48.1,CDC42BPG,464,429
CDC42BPG_PKc_E3_84.3,CDC42BPG,1348,698
CDC42BPG_PKc_E4_96.3,CDC42BPG,382,201
CDC42BPG_PKc_E5_149.5,CDC42BPG,699,473
CDC42BPG_PKc_E6_94.3,CDC42BPG,1037,471
CDC42BPG_PKc_E7_201.27,CDC42BPG,154,130
CDC7_PKc_E3_34,CDC7,655,563
CDC7_PKc_E4_136.1,CDC7,1396,347
CDC7_PKc_E5_94.1,CDC7,1193,187
CDC7_PKc_E6_143.7,CDC7,490,223
CDC7_PKc_E7_250.6,CDC7,933,478
CDC7_PKc_E8_96.2,CDC7,289,159
CDK1_PKc_E2_37.1,CDK1,1461,882
CDK1_PKc_E4_124.1,CDK1,1103,315
CDK1_PKc_E6_164,CDK1,654,158
CDK10_PKc_E2_70.1,CDK10,548,344
CDK10_PKc_E3_72.5,CDK10,468,353
CDK10_PKc_E4_103.11,CDK10,1726,447
CDK10_PKc_E5_82.4,CDK10,499,258
CDK10_PKc_E6_68.2,CDK10,248,34
CDK10_PKc_E7_53.1,CDK10,1136,576
CDK11A_PKc_E13_122.13,CDK11A,1182,764
CDK11A_PKc_E13_122.15,CDK11A,730,361
CDK11A_PKc_E14_106.1,CDK11A,469,279
CDK11A_PKc_E15_122.4,CDK11A,815,520
CDK11A_PKc_E16_108.16,CDK11A,679,203
CDK11A_PKc_E18_149.14,CDK11A,1824,1262
CDK11B_PKc_E13_122.7,CDK11B,491,136
CDK11B_PKc_E14_106.1,CDK11B,1185,364
CDK11B_PKc_E15_122.1,CDK11B,913,267
CDK11B_PKc_E16_108.16,CDK11B,185,31
CDK11B_PKc_E17_117.11,CDK11B,1478,851
CDK11B_PKc_E18_149.2,CDK11B,802,615
CDK12_PKc_E4_94.7,CDK12,1219,385
CDK12_PKc_E5_171.8,CDK12,743,407
CDK12_PKc_E6_190.11,CDK12,466,315
CDK12_PKc_E7_57,CDK12,1761,1102
CDK12_PKc_E8_102.1,CDK12,1210,42
CDK12_PKc_E9_78.1,CDK12,1127,658
CDK13_PKc_E4_94.2,CDK13,1182,840
CDK13_PKc_E5_171,CDK13,359,283
CDK13_PKc_E6_190.2,CDK13,1286,560
CDK13_PKc_E7_57,CDK13,1119,685
CDK13_PKc_E8_102.1,CDK13,1768,1056
CDK13_PKc_E9_78.2,CDK13,1114,513
CDK14_PKc_E4_80.5,CDK14,1233,750
CDK14_PKc_E5_80.5,CDK14,1041,884
CDK14_PKc_E6_95.1,CDK14,1813,996
CDK14_PKc_E7_63.2,CDK14,2222,1239
CDK14_PKc_E8_124.5,CDK14,382,124
CDK14_PKc_E9_121.7,CDK14,802,443
CDK15_PKc_E3_65.5,CDK15,870,636
CDK15_PKc_E4_80.2,CDK15,2300,1361
CDK15_PKc_E5_95.2,CDK15,567,169
CDK15_PKc_E6_63.4,CDK15,929,395
CDK15_PKc_E7_124.3,CDK15,681,558
CDK15_PKc_E8_121,CDK15,948,682
CDK16_PKc_E10_121.7,CDK16,511,304
CDK16_PKc_E5_36,CDK16,1127,607
CDK16_PKc_E6_115.13,CDK16,614,463
CDK16_PKc_E7_95.4,CDK16,1370,972
CDK16_PKc_E8_63.4,CDK16,980,722
CDK16_PKc_E9_124.3,CDK16,1508,983
CDK17_PKc_E10_124.1,CDK17,1294,1291
CDK17_PKc_E11_121.4,CDK17,1245,779
CDK17_PKc_E6_48.2,CDK17,1212,804
CDK17_PKc_E7_115.3,CDK17,800,511
CDK17_PKc_E8_95.2,CDK17,561,482
CDK17_PKc_E9_63.2,CDK17,895,563
CDK18_PKc_E10_121.12,CDK18,1141,425
CDK18_PKc_E5_45,CDK18,374,227
CDK18_PKc_E6_115.5,CDK18,68,73
CDK18_PKc_E7_95.9,CDK18,831,530
CDK18_PKc_E8_63.3,CDK18,623,428
CDK18_PKc_E9_124.19,CDK18,1108,379
CDK2_PKc_E1_116.9,CDK2,232,104
CDK2_PKc_E2_78.3,CDK2,821,110
CDK2_PKc_E3_121.2,CDK2,601,180
CDK2_PKc_E4_171.1,CDK2,1308,437
CDK2_PKc_E5_102.12,CDK2,933,200
CDK2_PKc_E6_204.3,CDK2,663,527
CDK20_PKc_E1_75.1,CDK20,559,135
CDK20_PKc_E2_114.2,CDK20,428,495
CDK20_PKc_E3_189.5,CDK20,654,124
CDK20_PKc_E4_122.2,CDK20,1004,558
CDK20_PKc_E5_63.6,CDK20,1274,1074
CDK20_PKc_E6_124.5,CDK20,1219,1375
CDK3_PKc_E2_116.4,CDK3,1376,457
CDK3_PKc_E3_78.3,CDK3,919,612
CDK3_PKc_E4_121,CDK3,1138,678
CDK3_PKc_E5_171.11,CDK3,1222,590
CDK3_PKc_E6_102,CDK3,843,318
CDK3_PKc_E7_204.1,CDK3,1204,835
CDK4_PKc_E2_206.14,CDK4,1071,75
CDK4_PKc_E3_136.21,CDK4,881,157
CDK4_PKc_E4_168.12,CDK4,1290,469
CDK4_PKc_E5_110.4,CDK4,1076,233
CDK4_PKc_E6_51,CDK4,631,275
CDK4_PKc_E7_136.28,CDK4,403,104
CDK5_PKc_E1_37.2,CDK5,875,419
CDK5_PKc_E2_89.3,CDK5,858,314
CDK5_PKc_E3_68,CDK5,147,168
CDK5_PKc_E5_57.1,CDK5,1185,1009
CDK5_PKc_E6_96.4,CDK5,1175,323
CDK5_PKc_E7_75.5,CDK5,648,547
CDK6_PKc_E2_203.31,CDK6,815,320
CDK6_PKc_E3_136.2,CDK6,513,380
CDK6_PKc_E4_168.11,CDK6,2095,1556
CDK6_PKc_E5_110.8,CDK6,205,322
CDK6_PKc_E6_51.2,CDK6,855,535
CDK6_PKc_E7_136.3,CDK6,1526,1109
CDK7_PKc_E1_48,CDK7,1059,601
CDK7_PKc_E2_60.3,CDK7,1170,199
CDK7_PKc_E4_68.3,CDK7,1146,445
CDK7_PKc_E5_69.2,CDK7,443,510
CDK7_PKc_E6_111.3,CDK7,1044,273
CDK7_PKc_E7_119.11,CDK7,630,288
CDK9_PKc_E1_77.1,CDK9,1400,242
CDK9_PKc_E1_77.4,CDK9,1372,794
CDK9_PKc_E4_167.13,CDK9,2245,1062
CDK9_PKc_E6_149.13,CDK9,1024,466
CDK9_PKc_E7_192.9,CDK9,950,762
CDKL1_PKc_E1_165.12,CDKL1,1061,602
CDKL1_PKc_E2_122,CDKL1,768,585
CDKL1_PKc_E3_73.1,CDKL1,768,294
CDKL1_PKc_E4_91.3,CDKL1,1184,1211
CDKL1_PKc_E5_201.9,CDKL1,1381,779
CDKL1_PKc_E6_83.1,CDKL1,489,267
CDKL2_PKc_E2_165.1,CDKL2,809,511
CDKL2_PKc_E3_195.7,CDKL2,1025,471
CDKL2_PKc_E4_179.16,CDKL2,695,356
CDKL2_PKc_E5_113.6,CDKL2,473,276
CDKL2_PKc_E6_140,CDKL2,969,551
CDKL2_PKc_E7_66.4,CDKL2,486,441
CDKL3_PKc_E2_162.7,CDKL3,1487,601
CDKL3_PKc_E3_195.2,CDKL3,1293,944
CDKL3_PKc_E4_179.6,CDKL3,681,541
CDKL3_PKc_E5_113.2,CDKL3,641,241
CDKL3_PKc_E6_140.5,CDKL3,1279,968
CDKL3_PKc_E7_66.1,CDKL3,830,582
CDKL4_PKc_E1_165.9,CDKL4,1607,922
CDKL4_PKc_E2_122,CDKL4,730,342
CDKL4_PKc_E3_73,CDKL4,1304,935
CDKL4_PKc_E4_91.2,CDKL4,562,333
CDKL4_PKc_E5_198.19,CDKL4,1027,463
CDKL4_PKc_E6_83.2,CDKL4,502,355
CDKL5_PKc_E2_34,CDKL5,1752,996
CDKL5_PKc_E3_35,CDKL5,2766,1708
CDKL5_PKc_E4_46,CDKL5,805,383
CDKL5_PKc_E5_137.5,CDKL5,1013,596
CDKL5_PKc_E6_121.2,CDKL5,1550,1180
CDKL5_PKc_E7_60,CDKL5,1471,1172
CHEK1_PKc_E2_65.4,CHEK1,783,21
CHEK1_PKc_E3_224.1,CHEK1,1366,519
CHEK1_PKc_E4_65.6,CHEK1,1076,126
CHEK1_PKc_E5_70.1,CHEK1,264,107
CHEK1_PKc_E6_189.6,CHEK1,783,406
CHEK1_PKc_E7_105.1,CHEK1,1812,587
CHEK2_PKc_E10_87.3,CHEK2,554,441
CHEK2_PKc_E5_47.1,CHEK2,821,588
CHEK2_PKc_E6_109.1,CHEK2,521,247
CHEK2_PKc_E7_54.1,CHEK2,383,366
CHEK2_PKc_E8_62.1,CHEK2,631,662
CHEK2_PKc_E9_100.2,CHEK2,367,289
CHUK_PKc_E1_63.6,CHUK,1114,659
CHUK_PKc_E2_95.2,CHUK,1554,1138
CHUK_PKc_E3_115,CHUK,691,411
CHUK_PKc_E4_70.2,CHUK,538,208
CHUK_PKc_E5_89,CHUK,404,364
CHUK_PKc_E6_90.5,CHUK,740,360
CIT_PKc_E4_132.1,CIT,570,77
CIT_PKc_E5_102.1,CIT,1145,462
CIT_PKc_E6_143.9,CIT,430,202
CIT_PKc_E7_94,CIT,1534,500
CIT_PKc_E8_204,CIT,1201,789
CIT_PKc_E9_154.9,CIT,683,378
CLK1_PKc_E4_40,CLK1,508,102
CLK1_PKc_E5_67,CLK1,587,572
