sgRNA,Gene,DLD1__Ts2.8_D0,DLD1__Ts2.8_D10
PHF10_Phd_E11_77.2,PHF10,561,699
PHF10_Phd_E11_77.4,PHF10,1546,1988
PHF11_Phd_E3_84.0,PHF11,1079,1625
PHF11_Phd_E3_84.1,PHF11,501,680
PHF11_Phd_E4_108.5,PHF11,509,667
PHF11_Phd_E4_108.6,PHF11,829,970
PHF11_Phd_E5_134.10,PHF11,1430,1477
PHF11_Phd_E5_134.7,PHF11,335,434
PHF12_Phd_E2_77.0,PHF12,515,308
PHF12_Phd_E2_77.6,PHF12,175,45
PHF12_Phd_E3_58.3,PHF12,780,504
PHF12_Phd_E3_58.5,PHF12,986,669
PHF12_Phd_E5_121.8,PHF12,1054,843
PHF12_Phd_E6_133.4,PHF12,1302,1105
PHF13_Phd_E4_141.1,PHF13,724,956
PHF13_Phd_E4_141.11,PHF13,1122,1184
PHF13_Phd_E4_141.15,PHF13,651,825
PHF13_Phd_E4_141.6,PHF13,607,941
PHF13_Phd_E4_141.8,PHF13,1153,1535
PHF13_Phd_E4_141.9,PHF13,823,1113
PHF14_ePhd_E5_53.0,PHF14,1112,1295
PHF14_ePhd_E5_53.2,PHF14,519,822
PHF14_ePhd_E6_112.1,PHF14,519,720
PHF14_ePhd_E6_112.2,PHF14,942,1146
PHF14_ePhd_E7_138.13,PHF14,568,995
PHF14_ePhd_E8_39.0,PHF14,1138,1824
PHF14_Phd1_E4_85.0,PHF14,393,615
PHF14_Phd1_E4_85.1,PHF14,245,382
PHF14_Phd1_E5_86.0,PHF14,1154,1759
PHF14_Phd1_E5_86.1,PHF14,920,1321
PHF14_Phd2_E13_132.0,PHF14,1150,1722
PHF14_Phd2_E13_132.1,PHF14,530,748
PHF14_Phd2_E13_132.2,PHF14,1,1
PHF14_Phd2_E13_132.3,PHF14,535,681
PHF14_Phd2_E13_132.6,PHF14,1,1
PHF14_Phd2_E13_132.8,PHF14,494,615
PHF19_Phd1_E4_73.1,PHF19,949,1107
PHF19_Phd1_E4_73.6,PHF19,778,743
PHF19_Phd1_E4_73.7,PHF19,337,400
PHF19_Phd1_E5_86.12,PHF19,736,752
PHF19_Phd1_E5_86.3,PHF19,591,821
PHF19_Phd1_E5_86.9,PHF19,1260,1286
PHF19_Phd2_E6_26.0,PHF19,1319,2329
PHF19_Phd2_E7_96.0,PHF19,706,736
PHF19_Phd2_E7_96.1,PHF19,818,958
PHF19_Phd2_E7_96.11,PHF19,296,269
PHF19_Phd2_E7_96.3,PHF19,1116,1203
PHF19_Phd2_E8_34.0,PHF19,455,435
PHF19_tudor4387_E1_624.15,PHF19,423,677
PHF19_tudor4387_E1_624.19,PHF19,773,858
PHF19_tudor4387_E1_624.95,PHF19,741,739
PHF19_tudor4387_E1_624.96,PHF19,1526,1819
PHF19_tudor4387_E1_624.98,PHF19,830,864
PHF19_tudor4387_E1_624.99,PHF19,1822,1757
PHF2_Phd_E1_80.0,PHF2,691,604
PHF2_Phd_E1_80.5,PHF2,432,375
PHF2_Phd_E1_80.6,PHF2,560,621
PHF2_Phd_E2_61.0,PHF2,672,263
PHF2_Phd_E2_61.2,PHF2,388,451
PHF2_Phd_E2_61.3,PHF2,522,426
PHF20_Phd_E13_45.0,PHF20,1288,1502
PHF20_Phd_E13_45.1,PHF20,1184,1347
PHF20_Phd_E14_87.4,PHF20,881,722
PHF20_Phd_E14_87.5,PHF20,532,372
PHF20_Phd_E14_87.7,PHF20,399,372
PHF20_Phd_E14_87.8,PHF20,914,686
PHF20_tudor90135_E1_3039.19,PHF20,1447,1730
PHF20_tudor90135_E1_3039.2,PHF20,1164,1445
PHF20_tudor90135_E1_3039.21,PHF20,685,449
PHF20_tudor90135_E1_3039.23,PHF20,1135,1140
PHF20_tudor90135_E1_3039.403,PHF20,526,365
PHF20_tudor90135_E1_3039.405,PHF20,921,1171
PHF20L1_Phd_E16_45.0,PHF20L1,615,740
PHF20L1_Phd_E16_45.1,PHF20L1,508,661
PHF20L1_Phd_E17_93.2,PHF20L1,676,826
PHF20L1_Phd_E17_93.5,PHF20L1,821,888
PHF20L1_Phd_E17_93.6,PHF20L1,730,1088
PHF20L1_Phd_E17_93.7,PHF20L1,861,1147
PHF20L1_tudor90135_E1_858.18,PHF20L1,234,366
PHF20L1_tudor90135_E1_858.19,PHF20L1,647,919
PHF20L1_tudor90135_E1_858.21,PHF20L1,1029,1450
PHF20L1_tudor90135_E1_858.63,PHF20L1,534,727
PHF20L1_tudor90135_E1_858.64,PHF20L1,869,1422
PHF20L1_tudor90135_E1_858.65,PHF20L1,904,1000
PHF21A_Phd_E15_129.0,PHF21A,1371,2374
PHF21A_Phd_E15_129.1,PHF21A,1172,1872
PHF21A_Phd_E15_129.13,PHF21A,1402,1730
PHF21A_Phd_E15_129.14,PHF21A,637,888
PHF21A_Phd_E15_129.6,PHF21A,582,859
PHF21A_Phd_E15_129.7,PHF21A,586,688
PHF21B_Phd_E10_129.11,PHF21B,835,1089
PHF21B_Phd_E10_129.16,PHF21B,472,502
PHF21B_Phd_E10_129.2,PHF21B,561,940
PHF21B_Phd_E10_129.21,PHF21B,809,1158
PHF21B_Phd_E10_129.26,PHF21B,968,972
PHF21B_Phd_E10_129.29,PHF21B,854,651
PHF23_Phd_E5_132.0,PHF23,872,658
PHF23_Phd_E5_132.10,PHF23,310,186
PHF23_Phd_E5_132.13,PHF23,1,1
PHF23_Phd_E5_132.15,PHF23,2016,1784
PHF23_Phd_E5_132.6,PHF23,519,471
PHF23_Phd_E5_132.9,PHF23,400,303
PHF3_Phd_E5_35.0,PHF3,525,888
PHF3_Phd_E6_118.0,PHF3,559,319
PHF3_Phd_E6_118.1,PHF3,542,405
PHF3_Phd_E6_118.2,PHF3,523,79
PHF3_Phd_E6_118.3,PHF3,377,532
PHF3_Phd_E6_118.6,PHF3,569,439
PHF6_ePhd_E2_102.4,PHF6,889,1115
PHF6_ePhd_E3_102.1,PHF6,704,1120
PHF6_ePhd_E4_134.6,PHF6,714,1340
PHF6_ePhd_E7_108.2,PHF6,538,681
PHF6_ePhd_E8_105.2,PHF6,558,914
PHF6_ePhd_E9_134.7,PHF6,664,741
PHF7_ePhd_E4_90.0,PHF7,718,895
PHF7_ePhd_E4_90.8,PHF7,1,1
PHF7_ePhd_E5_102.13,PHF7,326,391
PHF7_ePhd_E5_102.2,PHF7,550,658
PHF7_ePhd_E6_125.13,PHF7,1938,1948
PHF7_ePhd_E6_125.9,PHF7,877,995
PHF7_Phd_E10_103.1,PHF7,1,1
PHF7_Phd_E10_103.2,PHF7,1,1
PHF7_Phd_E10_103.7,PHF7,856,852
PHF7_Phd_E9_59.0,PHF7,659,466
PHF7_Phd_E9_59.1,PHF7,708,561
PHF7_Phd_E9_59.4,PHF7,1571,1941
PHF8_Phd_E2_83.4,PHF8,829,626
PHF8_Phd_E2_83.5,PHF8,531,740
PHF8_Phd_E2_83.7,PHF8,804,817
PHF8_Phd_E3_73.0,PHF8,419,446
PHF8_Phd_E3_73.1,PHF8,626,833
PHF8_Phd_E3_73.2,PHF8,644,599
PHRF1_Phd_E6_68.0,PHRF1,1392,1371
PHRF1_Phd_E6_68.2,PHRF1,284,274
PHRF1_Phd_E6_68.4,PHRF1,966,1070
PHRF1_Phd_E7_70.0,PHRF1,859,865
PHRF1_Phd_E7_70.6,PHRF1,1174,1077
PHRF1_Phd_E7_70.7,PHRF1,891,799
PSIP1_PWWP387_E1_1593,PSIP1,873,796
PSIP1_PWWP387_E1_1593.119,PSIP1,1067,1548
PSIP1_PWWP387_E1_1593.12,PSIP1,661,672
PSIP1_PWWP387_E1_1593.121,PSIP1,540,531
PSIP1_PWWP387_E1_1593.2,PSIP1,787,710
PSIP1_PWWP387_E1_1593.8,PSIP1,944,962
PWWP2A_PWWP653739_E1_2268.142,PWWP2A,964,1259
PWWP2A_PWWP653739_E1_2268.144,PWWP2A,1060,1435
PWWP2A_PWWP653739_E1_2268.15,PWWP2A,906,1282
PWWP2A_PWWP653739_E1_2268.16,PWWP2A,718,1302
PWWP2A_PWWP653739_E1_2268.174,PWWP2A,447,513
PWWP2A_PWWP653739_E1_2268.176,PWWP2A,795,1029
PWWP2B_PWWP488574_E1_1773.171,PWWP2B,585,722
PWWP2B_PWWP488574_E1_1773.181,PWWP2B,1024,1397
PWWP2B_PWWP488574_E1_1773.183,PWWP2B,296,222
PWWP2B_PWWP488574_E1_1773.188,PWWP2B,762,961
PWWP2B_PWWP488574_E1_1773.201,PWWP2B,488,706
PWWP2B_PWWP488574_E1_1773.204,PWWP2B,392,445
PYGO1_Phd_E3_171.0,PYGO1,5,1
PYGO1_Phd_E3_171.1,PYGO1,316,320
PYGO1_Phd_E3_171.10,PYGO1,1239,1942
PYGO1_Phd_E3_171.2,PYGO1,1549,1830
PYGO1_Phd_E3_171.5,PYGO1,1074,1060
PYGO1_Phd_E3_171.8,PYGO1,288,309
PYGO2_Phd_E3_162.1,PYGO2,584,830
PYGO2_Phd_E3_162.14,PYGO2,733,1026
PYGO2_Phd_E3_162.19,PYGO2,624,861
PYGO2_Phd_E3_162.20,PYGO2,1589,2739
PYGO2_Phd_E3_162.4,PYGO2,703,936
PYGO2_Phd_E3_162.6,PYGO2,776,849
RAI1_ePhd_E3_507.52,RAI1,188,223
RAI1_ePhd_E3_507.67,RAI1,598,801
RAI1_ePhd_E3_507.76,RAI1,556,531
RAI1_ePhd_E4_94.4,RAI1,1084,63
RAI1_ePhd_E4_94.6,RAI1,1295,1448
RAI1_ePhd_E4_94.8,RAI1,314,390
RCBTB1_BTB371467_E1_1596.109,RCBTB1,600,644
RCBTB1_BTB371467_E1_1596.111,RCBTB1,1660,1887
RCBTB1_BTB371467_E1_1596.86,RCBTB1,722,1099
RCBTB1_BTB371467_E1_1596.88,RCBTB1,3,1
RCBTB1_BTB371467_E1_1596.89,RCBTB1,1051,1281
RCBTB1_BTB371467_E1_1596.94,RCBTB1,1502,1891
RCBTB2_BTB395487_E1_1656.102,RCBTB2,1561,1291
RCBTB2_BTB395487_E1_1656.105,RCBTB2,2109,2961
RCBTB2_BTB395487_E1_1656.106,RCBTB2,641,828
RCBTB2_BTB395487_E1_1656.123,RCBTB2,1821,2151
RCBTB2_BTB395487_E1_1656.125,RCBTB2,799,893
RCBTB2_BTB395487_E1_1656.95,RCBTB2,445,571
RCOR1_SANT_E5_84.0,RCOR1,860,1346
RCOR1_SANT_E5_84.1,RCOR1,1243,733
RCOR1_SANT_E6_119.4,RCOR1,791,540
RCOR1_SANT_E6_119.7,RCOR1,492,459
RCOR1_SANT_E7_79.1,RCOR1,1488,1142
RCOR1_SANT_E8_195.8,RCOR1,780,630
RCOR1_SANT2_E10_58.0,RCOR1,449,638
RCOR1_SANT2_E11_101.1,RCOR1,1010,825
RCOR1_SANT2_E11_101.2,RCOR1,2138,1388
RCOR1_SANT2_E11_101.5,RCOR1,3229,2875
RCOR1_SANT2_E9_78.0,RCOR1,1111,1267
RCOR1_SANT2_E9_78.2,RCOR1,269,378
RCOR2_SANT_E5_84.2,RCOR2,853,1051
RCOR2_SANT_E5_84.5,RCOR2,2814,3395
RCOR2_SANT_E6_125.16,RCOR2,1074,1322
RCOR2_SANT_E6_125.20,RCOR2,1062,1014
RCOR2_SANT_E7_70.0,RCOR2,849,674
RCOR2_SANT_E8_216.31,RCOR2,851,699
RCOR2_SANT2_E10_58.0,RCOR2,1327,1127
RCOR2_SANT2_E10_58.4,RCOR2,1323,1183
RCOR2_SANT2_E11_101.0,RCOR2,2144,2561
RCOR2_SANT2_E11_101.11,RCOR2,1837,1855
RCOR2_SANT2_E9_78.4,RCOR2,1127,1385
RCOR2_SANT2_E9_78.6,RCOR2,1195,1258
RCOR3_SANT_E5_84.1,RCOR3,3135,4560
RCOR3_SANT_E5_84.3,RCOR3,2792,4310
RCOR3_SANT_E6_125.3,RCOR3,138,254
RCOR3_SANT_E6_125.6,RCOR3,841,1166
RCOR3_SANT_E7_79.5,RCOR3,911,1246
RCOR3_SANT_E8_219.2,RCOR3,1402,1894
RCOR3_SANT2_E10_58.0,RCOR3,334,499
RCOR3_SANT2_E10_58.1,RCOR3,946,1295
RCOR3_SANT2_E11_101.1,RCOR3,2175,2378
RCOR3_SANT2_E11_101.3,RCOR3,717,872
RCOR3_SANT2_E9_78.0,RCOR3,331,466
RCOR3_SANT2_E9_78.1,RCOR3,733,1138
RERE_Bah102307_E1_4701.17,RERE,505,517
RERE_Bah102307_E1_4701.31,RERE,551,903
RERE_Bah102307_E1_4701.37,RERE,657,928
RERE_Bah102307_E1_4701.952,RERE,536,567
RERE_Bah102307_E1_4701.964,RERE,1314,1674
RERE_Bah102307_E1_4701.968,RERE,493,552
RERE_SANT_E13_81.0,RERE,721,1364
RERE_SANT_E13_81.1,RERE,879,1077
RERE_SANT_E13_81.2,RERE,434,594
RERE_SANT_E13_81.4,RERE,1261,1264
RERE_SANT_E14_39.0,RERE,727,1080
RERE_SANT_E14_39.1,RERE,944,1551
RHOBTB1_BTB396455_E1_2091.1,RHOBTB1,1164,1492
RHOBTB1_BTB396455_E1_2091.101,RHOBTB1,976,1249
RHOBTB1_BTB396455_E1_2091.195,RHOBTB1,772,1085
RHOBTB1_BTB396455_E1_2091.198,RHOBTB1,958,1473
RHOBTB1_BTB396455_E1_2091.93,RHOBTB1,419,527
RHOBTB1_BTB396455_E1_2091.94,RHOBTB1,1633,1710
RHOBTB1_BTB476581_E1_2091.112,RHOBTB1,781,1074
RHOBTB1_BTB476581_E1_2091.113,RHOBTB1,710,1043
RHOBTB1_BTB476581_E1_2091.125,RHOBTB1,683,861
RHOBTB1_BTB476581_E1_2091.176,RHOBTB1,410,483
RHOBTB1_BTB476581_E1_2091.18,RHOBTB1,2374,2751
RHOBTB1_BTB476581_E1_2091.183,RHOBTB1,963,1344
RHOBTB2_BTB289326_E1_2250.319,RHOBTB2,1350,1642
RHOBTB2_BTB289326_E1_2250.321,RHOBTB2,396,552
RHOBTB2_BTB289326_E1_2250.327,RHOBTB2,515,488
RHOBTB2_BTB289326_E1_2250.328,RHOBTB2,960,895
RHOBTB2_BTB289326_E1_2250.63,RHOBTB2,366,507
RHOBTB2_BTB289326_E1_2250.69,RHOBTB2,105,173
RHOBTB2_BTB443492_E1_2250.12,RHOBTB2,1,1
RHOBTB2_BTB443492_E1_2250.121,RHOBTB2,786,1018
RHOBTB2_BTB443492_E1_2250.122,RHOBTB2,599,668
RHOBTB2_BTB443492_E1_2250.124,RHOBTB2,746,791
RHOBTB2_BTB443492_E1_2250.277,RHOBTB2,689,846
RHOBTB2_BTB443492_E1_2250.28,RHOBTB2,361,375
RHOBTB2_BTB523615_E1_2250.137,RHOBTB2,1006,1369
RHOBTB2_BTB523615_E1_2250.149,RHOBTB2,516,687
RHOBTB2_BTB523615_E1_2250.15,RHOBTB2,942,1374
RHOBTB2_BTB523615_E1_2250.239,RHOBTB2,611,650
RHOBTB2_BTB523615_E1_2250.249,RHOBTB2,796,905
RHOBTB2_BTB523615_E1_2250.258,RHOBTB2,322,305
RHOBTB3_BTB413518_E1_1836.104,RHOBTB3,451,579
RHOBTB3_BTB413518_E1_1836.105,RHOBTB3,681,516
RHOBTB3_BTB413518_E1_1836.119,RHOBTB3,468,455
RHOBTB3_BTB413518_E1_1836.125,RHOBTB3,419,300
RHOBTB3_BTB413518_E1_1836.126,RHOBTB3,829,813
RHOBTB3_BTB413518_E1_1836.73,RHOBTB3,1562,1102
RNF17_tudor12321277_E1_4872.142,RNF17,363,374
RNF17_tudor12321277_E1_4872.143,RNF17,1,1
RNF17_tudor12321277_E1_4872.144,RNF17,392,521
RNF17_tudor12321277_E1_4872.146,RNF17,1275,1716
RNF17_tudor12321277_E1_4872.148,RNF17,829,1042
RNF17_tudor12321277_E1_4872.252,RNF17,940,1114
RNF17_tudor14841531_E1_4872.179,RNF17,660,889
RNF17_tudor14841531_E1_4872.18,RNF17,1207,2079
RNF17_tudor14841531_E1_4872.217,RNF17,1049,1488
RNF17_tudor14841531_E1_4872.218,RNF17,829,995
RNF17_tudor14841531_E1_4872.219,RNF17,713,942
RNF17_tudor14841531_E1_4872.22,RNF17,416,446
RNF17_tudor419526_E1_4872.315,RNF17,1347,1602
RNF17_tudor419526_E1_4872.317,RNF17,780,969
RNF17_tudor419526_E1_4872.318,RNF17,392,417
RNF17_tudor419526_E1_4872.32,RNF17,553,501
RNF17_tudor419526_E1_4872.326,RNF17,1008,1134
RNF17_tudor419526_E1_4872.44,RNF17,524,484
RNF17_tudor731776_E1_4872.292,RNF17,706,735
RNF17_tudor731776_E1_4872.294,RNF17,736,1018
RNF17_tudor731776_E1_4872.79,RNF17,563,883
RNF17_tudor731776_E1_4872.83,RNF17,819,911
RNF17_tudor731776_E1_4872.84,RNF17,805,1150
RNF17_tudor731776_E1_4872.85,RNF17,1323,1820
RNF17_tudor9671013_E1_4872.104,RNF17,1023,1276
RNF17_tudor9671013_E1_4872.105,RNF17,567,750
RNF17_tudor9671013_E1_4872.106,RNF17,2202,2381
RNF17_tudor9671013_E1_4872.107,RNF17,939,1119
RNF17_tudor9671013_E1_4872.273,RNF17,902,1219
RNF17_tudor9671013_E1_4872.274,RNF17,989,1129
RSF1_Phd_E7_39.0,RSF1,1207,1808
RSF1_Phd_E8_78.8,RSF1,985,872
RSF1_Phd_E8_99.0,RSF1,1879,1765
RSF1_Phd_E8_99.5,RSF1,2873,3252
SCMH1_MBT137235_E1_1983.27,SCMH1,898,1339
SCMH1_MBT137235_E1_1983.282,SCMH1,598,672
SCMH1_MBT137235_E1_1983.286,SCMH1,548,856
SCMH1_MBT137235_E1_1983.41,SCMH1,783,936
SCMH1_MBT137235_E1_1983.46,SCMH1,797,1074
SCMH1_MBT137235_E1_1983.49,SCMH1,574,545
SCMH1_MBT31126_E1_1983.12,SCMH1,737,787
SCMH1_MBT31126_E1_1983.17,SCMH1,909,1136
SCMH1_MBT31126_E1_1983.305,SCMH1,386,376
SCMH1_MBT31126_E1_1983.308,SCMH1,311,326
SCMH1_MBT31126_E1_1983.317,SCMH1,1250,1523
SCMH1_MBT31126_E1_1983.321,SCMH1,399,503
SCML2_MBT142240_E1_2103.21,SCML2,563,616
SCML2_MBT142240_E1_2103.214,SCML2,537,765
SCML2_MBT142240_E1_2103.216,SCML2,1393,1917
SCML2_MBT142240_E1_2103.44,SCML2,921,1093
SCML2_MBT142240_E1_2103.48,SCML2,512,908
SCML2_MBT142240_E1_2103.49,SCML2,256,299
SCML2_MBT36131_E1_2103.12,SCML2,318,483
SCML2_MBT36131_E1_2103.14,SCML2,207,254
SCML2_MBT36131_E1_2103.232,SCML2,485,895
SCML2_MBT36131_E1_2103.235,SCML2,963,1379
SCML2_MBT36131_E1_2103.236,SCML2,1040,1484
SCML2_MBT36131_E1_2103.238,SCML2,449,503
SETDB1_MBD_E13_186.1,SETDB1,664,668
SETDB1_MBD_E13_186.15,SETDB1,1379,1031
SETDB1_MBD_E13_186.17,SETDB1,1179,873
SETDB1_MBD_E13_186.4,SETDB1,952,1014
SETDB1_MBD_E13_186.7,SETDB1,1027,785
SETDB1_MBD_E13_186.8,SETDB1,2460,2468
SETDB1_tudor257317_E1_3876.53,SETDB1,374,418
SETDB1_tudor257317_E1_3876.531,SETDB1,1627,1231
SETDB1_tudor257317_E1_3876.5311,SETDB1,1050,1474
SETDB1_tudor257317_E1_3876.56,SETDB1,1377,1164
SETDB1_tudor257317_E1_3876.59,SETDB1,838,777
SETDB1_tudor257317_E1_3876.63,SETDB1,177,221
SETDB1_tudor348400_E1_3876.509,SETDB1,820,839
SETDB1_tudor348400_E1_3876.515,SETDB1,992,1009
SETDB1_tudor348400_E1_3876.75,SETDB1,854,779
SETDB1_tudor348400_E1_3876.79,SETDB1,880,835
SETDB1_tudor348400_E1_3876.82,SETDB1,1091,975
SETDB1_tudor348400_E1_3876.84,SETDB1,687,609
SFMBT1_MBT131232_E1_2601.316,SFMBT1,1419,935
SFMBT1_MBT131232_E1_2601.35,SFMBT1,897,929
SFMBT1_MBT131232_E1_2601.37,SFMBT1,1637,1419
SFMBT1_MBT131232_E1_2601.47,SFMBT1,472,332
SFMBT1_MBT131232_E1_2601.5,SFMBT1,1,1
SFMBT1_MBT131232_E1_2601.53,SFMBT1,624,393
SFMBT1_MBT23120_E1_2601.25,SFMBT1,462,262
SFMBT1_MBT23120_E1_2601.29,SFMBT1,875,615
SFMBT1_MBT23120_E1_2601.324,SFMBT1,1364,1194
SFMBT1_MBT23120_E1_2601.327,SFMBT1,960,527
SFMBT1_MBT23120_E1_2601.33,SFMBT1,919,647
SFMBT1_MBT23120_E1_2601.9,SFMBT1,938,624
SFMBT1_MBT252348_E1_2601.285,SFMBT1,1275,970
SFMBT1_MBT252348_E1_2601.289,SFMBT1,719,518
SFMBT1_MBT252348_E1_2601.29,SFMBT1,1062,752
SFMBT1_MBT252348_E1_2601.292,SFMBT1,258,231
SFMBT1_MBT252348_E1_2601.62,SFMBT1,607,469
SFMBT1_MBT252348_E1_2601.63,SFMBT1,638,557
SFMBT1_MBT360453_E1_2601.25,SFMBT1,599,339
SFMBT1_MBT360453_E1_2601.257,SFMBT1,878,681
SFMBT1_MBT360453_E1_2601.263,SFMBT1,1222,876
SFMBT1_MBT360453_E1_2601.77,SFMBT1,671,535
SFMBT1_MBT360453_E1_2601.81,SFMBT1,501,269
SFMBT1_MBT360453_E1_2601.92,SFMBT1,564,476
SFMBT2_MBT156256_E1_2685.37,SFMBT2,995,1058
SFMBT2_MBT156256_E1_2685.39,SFMBT2,623,1405
SFMBT2_MBT156256_E1_2685.45,SFMBT2,756,1025
SFMBT2_MBT156256_E1_2685.47,SFMBT2,941,1531
SFMBT2_MBT156256_E1_2685.51,SFMBT2,583,829
SFMBT2_MBT156256_E1_2685.56,SFMBT2,603,839
SFMBT2_MBT276372_E1_2685.339,SFMBT2,453,804
SFMBT2_MBT276372_E1_2685.341,SFMBT2,480,592
SFMBT2_MBT276372_E1_2685.349,SFMBT2,351,522
SFMBT2_MBT276372_E1_2685.64,SFMBT2,1218,1667
SFMBT2_MBT276372_E1_2685.66,SFMBT2,441,640
SFMBT2_MBT276372_E1_2685.68,SFMBT2,402,546
SFMBT2_MBT384477_E1_2685.313,SFMBT2,480,624
SFMBT2_MBT384477_E1_2685.322,SFMBT2,765,1015
SFMBT2_MBT384477_E1_2685.81,SFMBT2,232,227
SFMBT2_MBT384477_E1_2685.83,SFMBT2,511,585
SFMBT2_MBT384477_E1_2685.9,SFMBT2,471,594
SFMBT2_MBT384477_E1_2685.91,SFMBT2,382,483
SFMBT2_MBT48144_E1_2685.18,SFMBT2,1404,1820
SFMBT2_MBT48144_E1_2685.25,SFMBT2,461,587
SFMBT2_MBT48144_E1_2685.28,SFMBT2,563,780
SFMBT2_MBT48144_E1_2685.3,SFMBT2,661,1001
SFMBT2_MBT48144_E1_2685.31,SFMBT2,1812,2067
SFMBT2_MBT48144_E1_2685.384,SFMBT2,1530,2045
SHKBP1_BTB21107_E1_2124.14,SHKBP1,664,1022
SHKBP1_BTB21107_E1_2124.26,SHKBP1,1038,977
SHKBP1_BTB21107_E1_2124.408,SHKBP1,683,733
SHKBP1_BTB21107_E1_2124.41,SHKBP1,418,449
SHKBP1_BTB21107_E1_2124.417,SHKBP1,1,1
SHKBP1_BTB21107_E1_2124.424,SHKBP1,512,395
SHPRH_Phd_E9_141.0,SHPRH,1204,1620
SHPRH_Phd_E9_141.1,SHPRH,1394,1863
SHPRH_Phd_E9_141.2,SHPRH,753,1070
SHPRH_Phd_E9_141.3,SHPRH,2025,2776
SLX4_BTB699788_E1_5505.187,SLX4,666,414
SLX4_BTB699788_E1_5505.195,SLX4,916,619
SLX4_BTB699788_E1_5505.2,SLX4,99,29
SLX4_BTB699788_E1_5505.839,SLX4,626,320
SLX4_BTB699788_E1_5505.842,SLX4,262,98
SLX4_BTB699788_E1_5505.854,SLX4,499,605
SMARCA1_SANT_E21_133.0,SMARCA1,773,1176
SMARCA1_SANT_E21_133.1,SMARCA1,464,694
SMARCA1_SANT_E21_133.10,SMARCA1,532,704
SMARCA1_SANT_E21_133.2,SMARCA1,428,439
SMARCA1_SANT_E21_133.4,SMARCA1,921,1257
SMARCA1_SANT_E21_133.7,SMARCA1,1011,1313
SMARCA5_SANT_E20_126.0,SMARCA5,549,886
SMARCA5_SANT_E20_126.1,SMARCA5,342,355
SMARCA5_SANT_E20_126.2,SMARCA5,525,438
SMARCA5_SANT_E20_126.3,SMARCA5,1054,468
SMARCA5_SANT_E20_126.4,SMARCA5,645,551
SMARCA5_SANT_E20_126.5,SMARCA5,590,511
SMARCC1_Chromo_E7_70.0,SMARCC1,840,903
SMARCC1_Chromo_E7_70.1,SMARCC1,456,540
SMARCC1_Chromo_E7_70.2,SMARCC1,685,763
SMARCC1_Chromo_E7_70.3,SMARCC1,924,1024
SMARCC1_SANT_E19_47.0,SMARCC1,837,638
SMARCC1_SANT_E19_47.1,SMARCC1,588,440
SMARCC1_SANT_E20_109.0,SMARCC1,1,1
SMARCC1_SANT_E20_109.2,SMARCC1,568,657
SMARCC1_SANT_E20_109.3,SMARCC1,506,396
SMARCC1_SANT_E20_109.7,SMARCC1,1,1
SMARCC2_Chromo_E7_70.0,SMARCC2,1342,1283
SMARCC2_Chromo_E7_70.1,SMARCC2,368,442
SMARCC2_Chromo_E7_70.2,SMARCC2,328,235
SMARCC2_Chromo_E7_70.3,SMARCC2,923,1127
SMARCC2_Chromo_E7_70.4,SMARCC2,930,1152
SMARCC2_Chromo_E8_37.0,SMARCC2,1,1
SMARCC2_SANT_E19_63.1,SMARCC2,521,374
SMARCC2_SANT_E19_63.2,SMARCC2,709,818
SMARCC2_SANT_E19_63.4,SMARCC2,153,223
SMARCC2_SANT_E20_259.1,SMARCC2,1050,1207
SMARCC2_SANT_E20_259.15,SMARCC2,213,204
SMARCC2_SANT_E20_259.16,SMARCC2,1013,947
SMN1_Tudor_E5_201.0,SMN1,1320,303
SMN1_Tudor_E5_201.10,SMN1,771,35
SMN1_Tudor_E5_201.12,SMN1,804,468
SMN1_Tudor_E5_201.14,SMN1,1620,175
SMN1_Tudor_E5_201.4,SMN1,918,194
SMN1_Tudor_E5_201.8,SMN1,2792,766
SMNDC1_tudor76124_E1_717.11,SMNDC1,844,239
SMNDC1_tudor76124_E1_717.42,SMNDC1,1283,250
SMNDC1_tudor76124_E1_717.43,SMNDC1,1726,295
SMNDC1_tudor76124_E1_717.6,SMNDC1,368,81
SMNDC1_tudor76124_E1_717.7,SMNDC1,1042,335
SMNDC1_tudor76124_E1_717.9,SMNDC1,586,384
SNAPC4_SANT_E10_56.0,SNAPC4,1206,81
SNAPC4_SANT_E10_56.2,SNAPC4,921,12
SNAPC4_SANT_E10_56.4,SNAPC4,387,19
SNAPC4_SANT_E9_165.13,SNAPC4,580,11
SNAPC4_SANT_E9_165.2,SNAPC4,1116,1
SNAPC4_SANT_E9_165.23,SNAPC4,662,98
SNAPC4_SANT2_E10_90.0,SNAPC4,952,2
SNAPC4_SANT2_E10_90.2,SNAPC4,1880,150
SNAPC4_SANT2_E10_90.4,SNAPC4,961,35
SNAPC4_SANT2_E11_73.0,SNAPC4,3427,457
SNAPC4_SANT2_E11_73.1,SNAPC4,1197,81
SNAPC4_SANT2_E11_73.3,SNAPC4,1,1
SNAPC4_SANT3_E11_32.0,SNAPC4,701,11
SNAPC4_SANT3_E12_95.10,SNAPC4,984,30
SNAPC4_SANT3_E12_95.12,SNAPC4,3003,90
SNAPC4_SANT3_E12_95.3,SNAPC4,1074,255
SNAPC4_SANT3_E13_46.2,SNAPC4,634,17
SNAPC4_SANT3_E13_46.3,SNAPC4,701,74
SNAPC4_SANT4_E13_40.0,SNAPC4,1104,212
