sgRNA,Gene,DLD1-Ts5.15.initial,DLD1-Ts5.15.final
ADCK2_PKc_E3_129.17,ADCK2,1369,829
ADCK2_PKc_E4_96.5,ADCK2,768,513
ADCK2_PKc_E6_129.2,ADCK2,454,515
ADCK2_PKc_E7_54,ADCK2,1817,2226
ADCK2_PKc_E8_114.6,ADCK2,1146,839
ADCK3_PKc_E10_94.9,ADCK3,1529,923
ADCK3_PKc_E11_142.6,ADCK3,763,985
ADCK3_PKc_E12_108.8,ADCK3,1332,965
ADCK3_PKc_E13_66.1,ADCK3,1258,1399
ADCK3_PKc_E8_141.23,ADCK3,1256,1710
ADCK3_PKc_E9_82.2,ADCK3,2407,1694
ADCK4_PKc_E10_94.6,ADCK4,437,209
ADCK4_PKc_E12_108.1,ADCK4,757,484
ADCK4_PKc_E13_66.2,ADCK4,1710,2073
ADCK4_PKc_E14_87.6,ADCK4,1828,1844
ADCK4_PKc_E8_141.12,ADCK4,1073,1203
ADCK4_PKc_E9_82.4,ADCK4,737,1535
ADCK5_PKc_E10_82.1,ADCK5,1206,1201
ADCK5_PKc_E11_79.1,ADCK5,1286,932
ADCK5_PKc_E12_52.5,ADCK5,518,690
ADCK5_PKc_E7_114.17,ADCK5,1539,1208
ADCK5_PKc_E8_132.7,ADCK5,1745,1051
ADCK5_PKc_E9_84.2,ADCK5,1412,918
ADRBK1_PKc_E10_79.2,ADRBK1,1734,1783
ADRBK1_PKc_E11_131.9,ADRBK1,1107,881
ADRBK1_PKc_E12_95.3,ADRBK1,972,776
ADRBK1_PKc_E13_108.17,ADRBK1,2620,2487
ADRBK1_PKc_E8_80.4,ADRBK1,283,470
ADRBK1_PKc_E9_100.8,ADRBK1,1712,1787
ADRBK2_PKc_E10_79.5,ADRBK2,166,576
ADRBK2_PKc_E11_131.8,ADRBK2,1433,1122
ADRBK2_PKc_E12_95.1,ADRBK2,2044,2104
ADRBK2_PKc_E13_108.5,ADRBK2,1190,991
ADRBK2_PKc_E8_92.2,ADRBK2,840,1280
ADRBK2_PKc_E9_100.2,ADRBK2,2242,1776
AK1_PKc_E3_28,AK1,1023,1149
AK1_PKc_E3_28.1,AK1,539,468
AK1_PKc_E4_164.19,AK1,1811,1689
AK1_PKc_E4_164.27,AK1,2484,2595
AK1_PKc_E5_117.13,AK1,1189,1578
AK1_PKc_E5_117.2,AK1,920,671
AK2_PKc_E6_159,AK2,1723,976
AK2_PKc_E6_159.16,AK2,1096,839
AK2_PKc_E6_159.17,AK2,692,684
AK2_PKc_E6_159.19,AK2,1382,1388
AK2_PKc_E6_159.21,AK2,1057,529
AK2_PKc_E6_159.6,AK2,5,4
AK3_PKc_E1_127.14,AK3,1789,999
AK3_PKc_E1_127.18,AK3,1060,769
AK3_PKc_E2_120.3,AK3,1607,1719
AK3_PKc_E3_173.2,AK3,1213,1123
AK3_PKc_E4_119.7,AK3,1022,882
AK3_PKc_E5_40,AK3,418,177
AKT1_PKc_E10_129.13,AKT1,1425,813
AKT1_PKc_E5_66.5,AKT1,639,479
AKT1_PKc_E6_132.15,AKT1,820,261
AKT1_PKc_E7_66.3,AKT1,668,238
AKT1_PKc_E8_69.2,AKT1,1665,611
AKT1_PKc_E9_126.3,AKT1,749,368
AKT2_PKc_E10_129.1,AKT2,868,405
AKT2_PKc_E11_215.3,AKT2,453,356
AKT2_PKc_E6_120.14,AKT2,955,500
AKT2_PKc_E7_66.3,AKT2,772,303
AKT2_PKc_E8_69.8,AKT2,2453,1168
AKT2_PKc_E9_123.8,AKT2,1511,1163
AKT3_PKc_E10_215.1,AKT3,455,624
AKT3_PKc_E4_36,AKT3,1046,1186
AKT3_PKc_E5_132.2,AKT3,1639,1686
AKT3_PKc_E7_69.7,AKT3,2547,2992
AKT3_PKc_E8_123.3,AKT3,2112,1838
AKT3_PKc_E9_129.5,AKT3,1410,1169
ALK_PKc_E20_35,ALK,1686,1731
ALK_PKc_E21_91.12,ALK,541,464
ALK_PKc_E22_65.1,ALK,877,855
ALK_PKc_E23_130,ALK,2264,2347
ALK_PKc_E24_98.8,ALK,1928,1740
ALK_PKc_E25_93.7,ALK,2576,1770
AMHR2_PKc_E10_137.5,AMHR2,1877,1689
AMHR2_PKc_E11_108.5,AMHR2,1515,1656
AMHR2_PKc_E6_231.14,AMHR2,791,886
AMHR2_PKc_E7_115.1,AMHR2,2021,1483
AMHR2_PKc_E8_173.31,AMHR2,2640,2736
AMHR2_PKc_E9_148.14,AMHR2,731,446
ANKK1_PKc_E1_113.15,ANKK1,999,967
ANKK1_PKc_E1_113.4,ANKK1,3187,2857
ANKK1_PKc_E2_295.2,ANKK1,1549,2092
ANKK1_PKc_E3_152.22,ANKK1,1056,1303
ANKK1_PKc_E5_156.2,ANKK1,888,728
ANKK1_PKc_E6_41,ANKK1,1130,1489
ARAF_PKc_E10_152.4,ARAF,1646,1407
ARAF_PKc_E10_152.5,ARAF,909,1306
ARAF_PKc_E11_177.1,ARAF,426,640
ARAF_PKc_E11_177.9,ARAF,880,814
ARAF_PKc_E12_47,ARAF,1170,986
ARAF_PKc_E14_132.7,ARAF,2627,2751
ATM_PKc_E60_115.5,ATM,1250,394
ATM_PKc_E60_115.6,ATM,466,139
ATM_PKc_E61_64,ATM,455,365
ATM_PKc_E61_64.1,ATM,861,535
ATM_PKc_E62_36,ATM,1506,753
ATM_PKc_E62_36.1,ATM,919,432
ATR_PKc_E41_144.3,ATR,1078,19
ATR_PKc_E42_151.4,ATR,2129,27
ATR_PKc_E43_157.9,ATR,1977,23
ATR_PKc_E44_154.6,ATR,840,25
ATR_PKc_E45_152,ATR,870,109
ATR_PKc_E46_46.1,ATR,1160,198
AURKA_PKc_E10_175.19,AURKA,1401,664
AURKA_PKc_E7_188.1,AURKA,1467,44
AURKA_PKc_E7_188.1,AURKA,597,39
AURKA_PKc_E8_139,AURKA,931,434
AURKA_PKc_E8_139.6,AURKA,1193,504
AURKA_PKc_E9_149.6,AURKA,1006,1128
AURKB_PKc_E5_191.1,AURKB,1578,532
AURKB_PKc_E5_191.2,AURKB,470,34
AURKB_PKc_E6_139.5,AURKB,1098,77
AURKB_PKc_E7_149.8,AURKB,1847,1947
AURKB_PKc_E8_175.4,AURKB,812,6
AURKB_PKc_E9_156.14,AURKB,1240,80
AURKC_PKc_E3_191.2,AURKC,1056,1046
AURKC_PKc_E3_191.21,AURKC,456,476
AURKC_PKc_E4_139.1,AURKC,1359,905
AURKC_PKc_E5_149.13,AURKC,314,148
AURKC_PKc_E6_175.14,AURKC,1054,1033
AURKC_PKc_E7_156.13,AURKC,980,858
AXL_PKc_E13_31,AXL,430,167
AXL_PKc_E14_78.7,AXL,814,773
AXL_PKc_E15_93.5,AXL,1475,1470
AXL_PKc_E16_122.7,AXL,1102,665
AXL_PKc_E17_110.5,AXL,599,632
AXL_PKc_E18_160.14,AXL,1746,1082
BCR_PKc_E1_1278.13,BCR,345,357
BCR_PKc_E1_1278.203,BCR,570,533
BCR_PKc_E1_1278.242,BCR,1185,1039
BCR_PKc_E1_1278.57,BCR,13,0
BCR_PKc_E1_1278.9,BCR,298,509
BCR_PKc_E1_1278.96,BCR,1784,1302
BLK_PKc_E10_77.4,BLK,1542,1782
BLK_PKc_E11_151.13,BLK,475,560
BLK_PKc_E12_132.4,BLK,795,937
BLK_PKc_E13_176.19,BLK,889,1147
BLK_PKc_E8_76.7,BLK,530,909
BLK_PKc_E9_180.11,BLK,1464,1552
BMP2K_PKc_E1_40.1,BMP2K,1407,1620
BMP2K_PKc_E2_119.7,BMP2K,706,832
BMP2K_PKc_E3_106.5,BMP2K,612,739
BMP2K_PKc_E4_143.5,BMP2K,1484,813
BMP2K_PKc_E5_122.2,BMP2K,1547,1554
BMP2K_PKc_E6_82.7,BMP2K,857,712
BMPR1A_PKc_E10_298,BMPR1A,505,245
BMPR1A_PKc_E10_298.1,BMPR1A,1623,1139
BMPR1A_PKc_E11_176.18,BMPR1A,691,178
BMPR1A_PKc_E11_176.4,BMPR1A,1659,722
BMPR1A_PKc_E13_99.2,BMPR1A,452,561
BMPR1A_PKc_E13_99.3,BMPR1A,971,525
BMPR1B_PKc_E10_131.6,BMPR1B,2491,1525
BMPR1B_PKc_E11_123.7,BMPR1B,1686,1591
BMPR1B_PKc_E7_187.11,BMPR1B,1292,819
BMPR1B_PKc_E7_187.4,BMPR1B,785,848
BMPR1B_PKc_E8_298.19,BMPR1B,1867,2119
BMPR1B_PKc_E9_176,BMPR1B,2798,1933
BMPR2_PKc_E10_137.6,BMPR2,1812,790
BMPR2_PKc_E11_99.2,BMPR2,1337,630
BMPR2_PKc_E6_231,BMPR2,1228,537
BMPR2_PKc_E6_231.14,BMPR2,222,40
BMPR2_PKc_E7_115.4,BMPR2,1918,1214
BMPR2_PKc_E7_115.6,BMPR2,1372,578
BRAF_PKc_E12_85.2,BRAF,883,1190
BRAF_PKc_E13_177.6,BRAF,1193,499
BRAF_PKc_E14_47.1,BRAF,1838,1606
BRAF_PKc_E15_119.2,BRAF,1690,1540
BRAF_PKc_E16_132.5,BRAF,1083,1186
BRAF_PKc_E17_135,BRAF,404,330
BRSK1_PKc_E1_43.4,BRSK1,1253,1269
BRSK1_PKc_E2_95.4,BRSK1,1389,2022
BRSK1_PKc_E3_86,BRSK1,904,981
BRSK1_PKc_E4_141.5,BRSK1,766,992
BRSK1_PKc_E5_117.2,BRSK1,867,904
BRSK1_PKc_E6_34,BRSK1,596,1047
BRSK2_PKc_E1_43.7,BRSK2,656,481
BRSK2_PKc_E2_95.4,BRSK2,1119,1016
BRSK2_PKc_E3_86.2,BRSK2,767,680
BRSK2_PKc_E4_141.11,BRSK2,614,174
BRSK2_PKc_E5_117.9,BRSK2,1109,725
BRSK2_PKc_E6_34.3,BRSK2,2083,772
BTK_PKc_E14_161.16,BTK,1476,1686
BTK_PKc_E15_217.14,BTK,2109,1697
BTK_PKc_E16_65,BTK,1274,2124
BTK_PKc_E17_119.1,BTK,1718,1058
BTK_PKc_E18_158.4,BTK,2197,2644
BTK_PKc_E19_48,BTK,209,82
BUB1_PKc_E20_108.7,BUB1,699,289
BUB1_PKc_E21_162.7,BUB1,699,380
BUB1_PKc_E22_158.8,BUB1,2645,2022
BUB1_PKc_E23_172.2,BUB1,1693,832
BUB1_PKc_E24_107,BUB1,1449,250
BUB1_PKc_E25_157.4,BUB1,1704,391
BUB1B_PKc_E17_37,BUB1B,1894,1495
BUB1B_PKc_E18_101.2,BUB1B,494,55
BUB1B_PKc_E19_150.8,BUB1B,815,71
BUB1B_PKc_E20_143.5,BUB1B,1251,587
BUB1B_PKc_E21_172.12,BUB1B,1769,199
BUB1B_PKc_E22_107.9,BUB1B,1894,346
CAMK1_PKc_E2_38,CAMK1,1079,790
CAMK1_PKc_E3_132.17,CAMK1,789,493
CAMK1_PKc_E4_75.9,CAMK1,2684,2780
CAMK1_PKc_E5_139,CAMK1,778,968
CAMK1_PKc_E6_127.1,CAMK1,2919,2491
CAMK1_PKc_E7_76.4,CAMK1,1462,1239
CAMK1D_PKc_E1_59,CAMK1D,1872,1739
CAMK1D_PKc_E2_132.3,CAMK1D,349,465
CAMK1D_PKc_E3_75.1,CAMK1D,2149,2132
CAMK1D_PKc_E4_139.1,CAMK1D,732,1069
CAMK1D_PKc_E5_127.8,CAMK1D,1836,2278
CAMK1D_PKc_E6_76.2,CAMK1D,1416,1296
CAMK1G_PKc_E10_82,CAMK1G,2427,2263
CAMK1G_PKc_E10_82.8,CAMK1G,473,455
CAMK1G_PKc_E2_38,CAMK1G,1061,1233
CAMK1G_PKc_E2_38.1,CAMK1G,706,727
CAMK1G_PKc_E3_129.2,CAMK1G,1458,1158
CAMK1G_PKc_E3_129.8,CAMK1G,513,383
CAMK2A_PKc_E2_95,CAMK2A,685,656
CAMK2A_PKc_E3_60,CAMK2A,1619,1667
CAMK2A_PKc_E4_55.3,CAMK2A,3747,2927
CAMK2A_PKc_E5_66.6,CAMK2A,948,1175
CAMK2A_PKc_E6_73.3,CAMK2A,3041,3032
CAMK2A_PKc_E7_103.16,CAMK2A,1558,1492
CAMK2B_PKc_E1_32,CAMK2B,1881,1180
CAMK2B_PKc_E2_95.3,CAMK2B,1282,1495
CAMK2B_PKc_E3_60.2,CAMK2B,1435,1265
CAMK2B_PKc_E4_55,CAMK2B,2293,1758
CAMK2B_PKc_E5_66.1,CAMK2B,784,1004
CAMK2B_PKc_E6_73.6,CAMK2B,2208,1848
CAMK2D_PKc_E1_32,CAMK2D,1017,1741
CAMK2D_PKc_E2_95.4,CAMK2D,1308,1842
CAMK2D_PKc_E3_60,CAMK2D,410,594
CAMK2D_PKc_E4_55.2,CAMK2D,1708,1986
CAMK2D_PKc_E5_66,CAMK2D,508,392
CAMK2D_PKc_E6_73.1,CAMK2D,879,1074
CAMK2G_PKc_E1_32.1,CAMK2G,858,644
CAMK2G_PKc_E2_95.4,CAMK2G,1206,1362
CAMK2G_PKc_E3_60.2,CAMK2G,186,161
CAMK2G_PKc_E4_55.3,CAMK2G,1957,1654
CAMK2G_PKc_E5_66.2,CAMK2G,856,321
CAMK2G_PKc_E6_73.1,CAMK2G,1610,1039
CAMK4_PKc_E1_38.2,CAMK4,1172,990
CAMK4_PKc_E2_79.4,CAMK4,455,268
CAMK4_PKc_E3_63,CAMK4,1326,1648
CAMK4_PKc_E4_83.1,CAMK4,1395,1344
CAMK4_PKc_E5_73.1,CAMK4,1265,1105
CAMK4_PKc_E6_91.4,CAMK4,1265,915
CAMKK1_PKc_E3_30,CAMKK1,1288,1591
CAMKK1_PKc_E4_54.2,CAMKK1,1373,1393
CAMKK1_PKc_E5_52,CAMKK1,817,859
CAMKK1_PKc_E6_134.7,CAMKK1,870,758
CAMKK1_PKc_E7_37,CAMKK1,1439,1133
CAMKK1_PKc_E9_89.4,CAMKK1,2457,3014
CAMKK2_PKc_E3_36,CAMKK2,2544,2050
CAMKK2_PKc_E4_54,CAMKK2,2235,1520
CAMKK2_PKc_E5_52.1,CAMKK2,677,911
CAMKK2_PKc_E6_134.7,CAMKK2,278,350
CAMKK2_PKc_E7_37.3,CAMKK2,0,0
CAMKK2_PKc_E9_89.6,CAMKK2,901,756
CAMKV_PKc_E3_132.12,CAMKV,1107,931
CAMKV_PKc_E3_132.8,CAMKV,813,638
CAMKV_PKc_E4_75.2,CAMKV,929,652
CAMKV_PKc_E4_75.5,CAMKV,1486,1017
CAMKV_PKc_E5_139.14,CAMKV,1461,1714
CAMKV_PKc_E6_121.12,CAMKV,1793,1811
CASK_PKc_E3_106,CASK,1603,1236
CASK_PKc_E3_106.2,CASK,1056,993
CASK_PKc_E5_73,CASK,2166,1989
CASK_PKc_E5_73.1,CASK,396,213
CASK_PKc_E6_103.2,CASK,961,761
CASK_PKc_E8_123.4,CASK,2225,1999
CDC42BPA_PKc_E1_169.4,CDC42BPA,1838,1888
CDC42BPA_PKc_E2_92.2,CDC42BPA,559,403
CDC42BPA_PKc_E3_84,CDC42BPA,426,360
CDC42BPA_PKc_E4_96,CDC42BPA,1000,1280
CDC42BPA_PKc_E5_149.8,CDC42BPA,1274,1509
CDC42BPA_PKc_E6_94.3,CDC42BPA,1901,2230
CDC42BPB_PKc_E1_169.12,CDC42BPB,1165,937
CDC42BPB_PKc_E2_92.2,CDC42BPB,1585,1969
CDC42BPB_PKc_E3_84.2,CDC42BPB,1691,2346
CDC42BPB_PKc_E4_96.3,CDC42BPB,837,1091
CDC42BPB_PKc_E5_149.5,CDC42BPB,369,219
CDC42BPB_PKc_E6_94.2,CDC42BPB,1010,755
CDC42BPG_PKc_E2_48.1,CDC42BPG,738,980
CDC42BPG_PKc_E3_84.3,CDC42BPG,1893,1150
CDC42BPG_PKc_E4_96.3,CDC42BPG,474,610
CDC42BPG_PKc_E5_149.5,CDC42BPG,658,469
CDC42BPG_PKc_E6_94.3,CDC42BPG,1544,1174
CDC42BPG_PKc_E7_201.27,CDC42BPG,140,205
CDC7_PKc_E3_34,CDC7,743,22
CDC7_PKc_E4_136.1,CDC7,1509,58
CDC7_PKc_E5_94.1,CDC7,1241,46
CDC7_PKc_E6_143.7,CDC7,507,1
CDC7_PKc_E7_250.6,CDC7,1529,162
CDC7_PKc_E8_96.2,CDC7,736,465
CDK1_PKc_E2_37.1,CDK1,1517,1752
CDK1_PKc_E4_124.1,CDK1,1496,7
CDK1_PKc_E6_164,CDK1,792,31
CDK10_PKc_E2_70.1,CDK10,720,702
CDK10_PKc_E3_72.5,CDK10,820,741
CDK10_PKc_E4_103.11,CDK10,1973,2065
CDK10_PKc_E5_82.4,CDK10,711,319
CDK10_PKc_E6_68.2,CDK10,336,213
CDK10_PKc_E7_53.1,CDK10,1352,1184
CDK11A_PKc_E13_122.13,CDK11A,1056,1195
CDK11A_PKc_E13_122.15,CDK11A,1140,812
CDK11A_PKc_E14_106.1,CDK11A,838,1133
CDK11A_PKc_E15_122.4,CDK11A,974,829
CDK11A_PKc_E16_108.16,CDK11A,1091,15
CDK11A_PKc_E18_149.14,CDK11A,2617,3084
CDK11B_PKc_E13_122.7,CDK11B,557,473
CDK11B_PKc_E14_106.1,CDK11B,1673,492
CDK11B_PKc_E15_122.1,CDK11B,1614,697
CDK11B_PKc_E16_108.16,CDK11B,384,4
CDK11B_PKc_E17_117.11,CDK11B,2011,994
CDK11B_PKc_E18_149.2,CDK11B,979,762
CDK12_PKc_E4_94.7,CDK12,1241,112
CDK12_PKc_E5_171.8,CDK12,1023,551
CDK12_PKc_E6_190.11,CDK12,785,106
CDK12_PKc_E7_57,CDK12,2012,1369
CDK12_PKc_E8_102.1,CDK12,880,5
CDK12_PKc_E9_78.1,CDK12,1446,1553
CDK13_PKc_E4_94.2,CDK13,1289,975
CDK13_PKc_E5_171,CDK13,526,651
CDK13_PKc_E6_190.2,CDK13,1721,938
CDK13_PKc_E7_57,CDK13,1261,961
CDK13_PKc_E8_102.1,CDK13,1742,1006
CDK13_PKc_E9_78.2,CDK13,953,545
CDK14_PKc_E4_80.5,CDK14,1571,2002
CDK14_PKc_E5_80.5,CDK14,1250,1289
CDK14_PKc_E6_95.1,CDK14,1936,1687
CDK14_PKc_E7_63.2,CDK14,2814,2973
CDK14_PKc_E8_124.5,CDK14,512,467
CDK14_PKc_E9_121.7,CDK14,1022,1345
CDK15_PKc_E3_65.5,CDK15,1090,976
CDK15_PKc_E4_80.2,CDK15,2713,3359
CDK15_PKc_E5_95.2,CDK15,872,531
CDK15_PKc_E6_63.4,CDK15,833,1043
CDK15_PKc_E7_124.3,CDK15,779,718
CDK15_PKc_E8_121,CDK15,1440,1341
CDK16_PKc_E10_121.7,CDK16,715,720
CDK16_PKc_E5_36,CDK16,1635,1664
CDK16_PKc_E6_115.13,CDK16,967,982
CDK16_PKc_E7_95.4,CDK16,2391,2182
CDK16_PKc_E8_63.4,CDK16,993,1242
CDK16_PKc_E9_124.3,CDK16,1591,1676
CDK17_PKc_E10_124.1,CDK17,2056,1636
CDK17_PKc_E11_121.4,CDK17,1994,2079
CDK17_PKc_E6_48.2,CDK17,1674,2036
CDK17_PKc_E7_115.3,CDK17,693,1429
CDK17_PKc_E8_95.2,CDK17,742,788
CDK17_PKc_E9_63.2,CDK17,1190,1422
CDK18_PKc_E10_121.12,CDK18,1494,927
CDK18_PKc_E5_45,CDK18,536,306
CDK18_PKc_E6_115.5,CDK18,141,178
CDK18_PKc_E7_95.9,CDK18,1192,911
CDK18_PKc_E8_63.3,CDK18,1219,768
CDK18_PKc_E9_124.19,CDK18,1868,1142
CDK2_PKc_E1_116.9,CDK2,194,132
CDK2_PKc_E2_78.3,CDK2,1372,285
CDK2_PKc_E3_121.2,CDK2,679,430
CDK2_PKc_E4_171.1,CDK2,1933,475
CDK2_PKc_E5_102.12,CDK2,1093,318
CDK2_PKc_E6_204.3,CDK2,945,1085
CDK20_PKc_E1_75.1,CDK20,727,598
CDK20_PKc_E2_114.2,CDK20,977,1133
CDK20_PKc_E3_189.5,CDK20,807,439
CDK20_PKc_E4_122.2,CDK20,1258,858
CDK20_PKc_E5_63.6,CDK20,1241,2012
CDK20_PKc_E6_124.5,CDK20,1809,2185
CDK3_PKc_E2_116.4,CDK3,1887,920
CDK3_PKc_E3_78.3,CDK3,1577,1283
CDK3_PKc_E4_121,CDK3,1538,1527
CDK3_PKc_E5_171.11,CDK3,1207,974
CDK3_PKc_E6_102,CDK3,1377,1233
CDK3_PKc_E7_204.1,CDK3,1867,1521
CDK4_PKc_E2_206.14,CDK4,2156,447
CDK4_PKc_E3_136.21,CDK4,1074,486
CDK4_PKc_E4_168.12,CDK4,2421,517
CDK4_PKc_E5_110.4,CDK4,1710,611
CDK4_PKc_E6_51,CDK4,787,215
CDK4_PKc_E7_136.28,CDK4,471,259
CDK5_PKc_E1_37.2,CDK5,1237,1200
CDK5_PKc_E2_89.3,CDK5,1239,1093
CDK5_PKc_E3_68,CDK5,269,282
CDK5_PKc_E5_57.1,CDK5,1866,1841
CDK5_PKc_E6_96.4,CDK5,1605,2011
CDK5_PKc_E7_75.5,CDK5,592,641
CDK6_PKc_E2_203.31,CDK6,1481,1424
CDK6_PKc_E3_136.2,CDK6,727,665
CDK6_PKc_E4_168.11,CDK6,3498,2947
CDK6_PKc_E5_110.8,CDK6,364,427
CDK6_PKc_E6_51.2,CDK6,1214,1153
CDK6_PKc_E7_136.3,CDK6,1519,1164
CDK7_PKc_E1_48,CDK7,1452,191
CDK7_PKc_E2_60.3,CDK7,1662,14
CDK7_PKc_E4_68.3,CDK7,1204,53
CDK7_PKc_E5_69.2,CDK7,923,68
CDK7_PKc_E6_111.3,CDK7,1439,57
CDK7_PKc_E7_119.11,CDK7,754,326
CDK9_PKc_E1_77.1,CDK9,1591,4
CDK9_PKc_E1_77.4,CDK9,1516,252
CDK9_PKc_E4_167.13,CDK9,2177,707
CDK9_PKc_E6_149.13,CDK9,1290,9
CDK9_PKc_E7_192.9,CDK9,1193,1181
CDKL1_PKc_E1_165.12,CDKL1,1065,1194
CDKL1_PKc_E2_122,CDKL1,1149,863
CDKL1_PKc_E3_73.1,CDKL1,753,911
CDKL1_PKc_E4_91.3,CDKL1,1288,2310
CDKL1_PKc_E5_201.9,CDKL1,1572,1962
CDKL1_PKc_E6_83.1,CDKL1,1068,1137
CDKL2_PKc_E2_165.1,CDKL2,1236,1141
CDKL2_PKc_E3_195.7,CDKL2,1459,1008
CDKL2_PKc_E4_179.16,CDKL2,839,1199
CDKL2_PKc_E5_113.6,CDKL2,703,428
CDKL2_PKc_E6_140,CDKL2,1055,719
CDKL2_PKc_E7_66.4,CDKL2,859,716
CDKL3_PKc_E2_162.7,CDKL3,1537,1471
CDKL3_PKc_E3_195.2,CDKL3,1759,2397
CDKL3_PKc_E4_179.6,CDKL3,635,702
CDKL3_PKc_E5_113.2,CDKL3,726,480
CDKL3_PKc_E6_140.5,CDKL3,1414,1942
CDKL3_PKc_E7_66.1,CDKL3,1102,1182
CDKL4_PKc_E1_165.9,CDKL4,1917,1166
CDKL4_PKc_E2_122,CDKL4,1236,1025
CDKL4_PKc_E3_73,CDKL4,1359,1066
CDKL4_PKc_E4_91.2,CDKL4,573,757
CDKL4_PKc_E5_198.19,CDKL4,1397,897
CDKL4_PKc_E6_83.2,CDKL4,871,550
CDKL5_PKc_E2_34,CDKL5,2082,2430
CDKL5_PKc_E3_35,CDKL5,3532,3211
CDKL5_PKc_E4_46,CDKL5,1232,960
CDKL5_PKc_E5_137.5,CDKL5,1858,1939
CDKL5_PKc_E6_121.2,CDKL5,2577,2003
CDKL5_PKc_E7_60,CDKL5,2079,2814
CHEK1_PKc_E2_65.4,CHEK1,1327,17
CHEK1_PKc_E3_224.1,CHEK1,1683,40
CHEK1_PKc_E4_65.6,CHEK1,1335,8
CHEK1_PKc_E5_70.1,CHEK1,838,5
CHEK1_PKc_E6_189.6,CHEK1,1276,210
CHEK1_PKc_E7_105.1,CHEK1,2504,36
CHEK2_PKc_E10_87.3,CHEK2,986,727
CHEK2_PKc_E5_47.1,CHEK2,1051,1121
CHEK2_PKc_E6_109.1,CHEK2,560,475
CHEK2_PKc_E7_54.1,CHEK2,447,513
CHEK2_PKc_E8_62.1,CHEK2,998,889
CHEK2_PKc_E9_100.2,CHEK2,389,471
CHUK_PKc_E1_63.6,CHUK,1584,1581
CHUK_PKc_E2_95.2,CHUK,2171,1846
CHUK_PKc_E3_115,CHUK,835,558
