sgRNA,Gene,A2780_Ts8_D0,A2780_Ts8_D10
ARAF_PKc_E10_152.5,ARAF,769,974
ARAF_PKc_E11_177.1,ARAF,381,134
ARAF_PKc_E11_177.9,ARAF,489,794
ARAF_PKc_E12_47,ARAF,627,142
ARAF_PKc_E14_132.7,ARAF,1718,415
ATM_PKc_E60_115.5,ATM,849,33
ATM_PKc_E60_115.6,ATM,514,1049
ATM_PKc_E61_64,ATM,368,1
ATM_PKc_E61_64.1,ATM,644,592
ATM_PKc_E62_36,ATM,1148,367
ATM_PKc_E62_36.1,ATM,681,29
ATR_PKc_E41_144.3,ATR,519,39
ATR_PKc_E42_151.4,ATR,1159,1
ATR_PKc_E43_157.9,ATR,1256,2
ATR_PKc_E44_154.6,ATR,618,1
ATR_PKc_E45_152,ATR,688,4
ATR_PKc_E46_46.1,ATR,1020,57
AURKA_PKc_E10_175.19,AURKA,837,155
AURKA_PKc_E7_188.1,AURKA,608,1
AURKA_PKc_E7_188.1,AURKA,513,1
AURKA_PKc_E8_139,AURKA,714,3335
AURKA_PKc_E8_139.6,AURKA,801,80
AURKA_PKc_E9_149.6,AURKA,830,1209
AURKB_PKc_E5_191.1,AURKB,953,1
AURKB_PKc_E5_191.2,AURKB,459,1
AURKB_PKc_E6_139.5,AURKB,576,1
AURKB_PKc_E7_149.8,AURKB,1282,819
AURKB_PKc_E8_175.4,AURKB,507,1
AURKB_PKc_E9_156.14,AURKB,1014,1
AURKC_PKc_E3_191.2,AURKC,730,155
AURKC_PKc_E3_191.21,AURKC,274,77
AURKC_PKc_E4_139.1,AURKC,967,207
AURKC_PKc_E5_149.13,AURKC,304,1
AURKC_PKc_E6_175.14,AURKC,769,1548
AURKC_PKc_E7_156.13,AURKC,782,245
AXL_PKc_E13_31,AXL,335,20
AXL_PKc_E14_78.7,AXL,522,6403
AXL_PKc_E15_93.5,AXL,969,2438
AXL_PKc_E16_122.7,AXL,639,1
AXL_PKc_E17_110.5,AXL,477,262
AXL_PKc_E18_160.14,AXL,1059,1476
BCR_PKc_E1_1278.13,BCR,237,1
BCR_PKc_E1_1278.203,BCR,298,295
BCR_PKc_E1_1278.242,BCR,647,4332
BCR_PKc_E1_1278.57,BCR,1,1
BCR_PKc_E1_1278.9,BCR,299,290
BCR_PKc_E1_1278.96,BCR,1308,378
BLK_PKc_E10_77.4,BLK,1038,64
BLK_PKc_E11_151.13,BLK,243,225
BLK_PKc_E12_132.4,BLK,818,4994
BLK_PKc_E13_176.19,BLK,684,479
BLK_PKc_E8_76.7,BLK,485,334
BLK_PKc_E9_180.11,BLK,920,377
BMP2K_PKc_E1_40.1,BMP2K,1253,1637
BMP2K_PKc_E2_119.7,BMP2K,372,213
BMP2K_PKc_E3_106.5,BMP2K,589,141
BMP2K_PKc_E4_143.5,BMP2K,1149,812
BMP2K_PKc_E5_122.2,BMP2K,1428,1233
BMP2K_PKc_E6_82.7,BMP2K,546,169
BMPR1A_PKc_E10_298,BMPR1A,231,1
BMPR1A_PKc_E10_298.1,BMPR1A,1390,2987
BMPR1A_PKc_E11_176.18,BMPR1A,615,1
BMPR1A_PKc_E11_176.4,BMPR1A,1097,445
BMPR1A_PKc_E13_99.2,BMPR1A,371,798
BMPR1A_PKc_E13_99.3,BMPR1A,626,1
BMPR1B_PKc_E10_131.6,BMPR1B,1474,2241
BMPR1B_PKc_E11_123.7,BMPR1B,1214,1619
BMPR1B_PKc_E7_187.11,BMPR1B,694,1
BMPR1B_PKc_E7_187.4,BMPR1B,512,95
BMPR1B_PKc_E8_298.19,BMPR1B,1653,611
BMPR1B_PKc_E9_176,BMPR1B,1918,2692
BMPR2_PKc_E10_137.6,BMPR2,1156,110
BMPR2_PKc_E11_99.2,BMPR2,742,27
BMPR2_PKc_E6_231,BMPR2,842,459
BMPR2_PKc_E6_231.14,BMPR2,167,108
BMPR2_PKc_E7_115.4,BMPR2,1576,51
BMPR2_PKc_E7_115.6,BMPR2,786,99
BRAF_PKc_E12_85.2,BRAF,961,136
BRAF_PKc_E13_177.6,BRAF,731,230
BRAF_PKc_E14_47.1,BRAF,1386,287
BRAF_PKc_E15_119.2,BRAF,1226,412
BRAF_PKc_E16_132.5,BRAF,727,554
BRAF_PKc_E17_135,BRAF,146,1
BRSK1_PKc_E1_43.4,BRSK1,647,39
BRSK1_PKc_E2_95.4,BRSK1,943,1716
BRSK1_PKc_E3_86,BRSK1,774,613
BRSK1_PKc_E4_141.5,BRSK1,357,980
BRSK1_PKc_E5_117.2,BRSK1,498,287
BRSK1_PKc_E6_34,BRSK1,602,106
BRSK2_PKc_E1_43.7,BRSK2,285,95
BRSK2_PKc_E2_95.4,BRSK2,740,982
BRSK2_PKc_E3_86.2,BRSK2,602,109
BRSK2_PKc_E4_141.11,BRSK2,293,56
BRSK2_PKc_E5_117.9,BRSK2,604,1
BRSK2_PKc_E6_34.3,BRSK2,1264,4931
BTK_PKc_E14_161.16,BTK,946,656
BTK_PKc_E15_217.14,BTK,1332,289
BTK_PKc_E16_65,BTK,939,2527
BTK_PKc_E17_119.1,BTK,1139,130
BTK_PKc_E18_158.4,BTK,1518,4238
BTK_PKc_E19_48,BTK,78,63
BUB1_PKc_E20_108.7,BUB1,608,490
BUB1_PKc_E21_162.7,BUB1,452,13
BUB1_PKc_E22_158.8,BUB1,1917,1000
BUB1_PKc_E23_172.2,BUB1,1215,284
BUB1_PKc_E24_107,BUB1,1029,438
BUB1_PKc_E25_157.4,BUB1,1349,24
BUB1B_PKc_E17_37,BUB1B,1398,816
BUB1B_PKc_E18_101.2,BUB1B,441,30
BUB1B_PKc_E19_150.8,BUB1B,514,1
BUB1B_PKc_E20_143.5,BUB1B,863,134
BUB1B_PKc_E21_172.12,BUB1B,1052,2748
BUB1B_PKc_E22_107.9,BUB1B,1357,36
CAMK1_PKc_E2_38,CAMK1,800,1
CAMK1_PKc_E3_132.17,CAMK1,556,13
CAMK1_PKc_E4_75.9,CAMK1,1708,727
CAMK1_PKc_E5_139,CAMK1,711,3428
CAMK1_PKc_E6_127.1,CAMK1,1710,737
CAMK1_PKc_E7_76.4,CAMK1,1095,1818
CAMK1D_PKc_E1_59,CAMK1D,1234,1113
CAMK1D_PKc_E2_132.3,CAMK1D,144,1940
CAMK1D_PKc_E3_75.1,CAMK1D,1612,5691
CAMK1D_PKc_E4_139.1,CAMK1D,527,36
CAMK1D_PKc_E5_127.8,CAMK1D,1588,698
CAMK1D_PKc_E6_76.2,CAMK1D,1195,1203
CAMK1G_PKc_E10_82,CAMK1G,1663,3460
CAMK1G_PKc_E10_82.8,CAMK1G,398,41
CAMK1G_PKc_E2_38,CAMK1G,697,1154
CAMK1G_PKc_E2_38.1,CAMK1G,653,147
CAMK1G_PKc_E3_129.2,CAMK1G,1122,60
CAMK1G_PKc_E3_129.8,CAMK1G,237,1
CAMK2A_PKc_E2_95,CAMK2A,461,880
CAMK2A_PKc_E3_60,CAMK2A,950,1579
CAMK2A_PKc_E4_55.3,CAMK2A,2401,7072
CAMK2A_PKc_E5_66.6,CAMK2A,621,289
CAMK2A_PKc_E6_73.3,CAMK2A,2145,842
CAMK2A_PKc_E7_103.16,CAMK2A,1307,641
CAMK2B_PKc_E1_32,CAMK2B,1060,63
CAMK2B_PKc_E2_95.3,CAMK2B,924,3072
CAMK2B_PKc_E3_60.2,CAMK2B,999,463
CAMK2B_PKc_E4_55,CAMK2B,1674,2243
CAMK2B_PKc_E5_66.1,CAMK2B,496,800
CAMK2B_PKc_E6_73.6,CAMK2B,1577,107
CAMK2D_PKc_E1_32,CAMK2D,797,400
CAMK2D_PKc_E2_95.4,CAMK2D,1094,124
CAMK2D_PKc_E3_60,CAMK2D,249,305
CAMK2D_PKc_E4_55.2,CAMK2D,1269,870
CAMK2D_PKc_E5_66,CAMK2D,416,46
CAMK2D_PKc_E6_73.1,CAMK2D,603,2789
CAMK2G_PKc_E1_32.1,CAMK2G,547,330
CAMK2G_PKc_E2_95.4,CAMK2G,810,846
CAMK2G_PKc_E3_60.2,CAMK2G,280,1
CAMK2G_PKc_E4_55.3,CAMK2G,1281,549
CAMK2G_PKc_E5_66.2,CAMK2G,421,1
CAMK2G_PKc_E6_73.1,CAMK2G,1148,322
CAMK4_PKc_E1_38.2,CAMK4,1137,499
CAMK4_PKc_E2_79.4,CAMK4,294,287
CAMK4_PKc_E3_63,CAMK4,875,153
CAMK4_PKc_E4_83.1,CAMK4,985,1366
CAMK4_PKc_E5_73.1,CAMK4,747,3983
CAMK4_PKc_E6_91.4,CAMK4,918,634
CAMKK1_PKc_E3_30,CAMKK1,996,438
CAMKK1_PKc_E4_54.2,CAMKK1,1046,259
CAMKK1_PKc_E5_52,CAMKK1,704,1695
CAMKK1_PKc_E6_134.7,CAMKK1,545,373
CAMKK1_PKc_E7_37,CAMKK1,1115,264
CAMKK1_PKc_E9_89.4,CAMKK1,1926,5960
CAMKK2_PKc_E3_36,CAMKK2,1865,493
CAMKK2_PKc_E4_54,CAMKK2,1468,1051
CAMKK2_PKc_E5_52.1,CAMKK2,428,1
CAMKK2_PKc_E6_134.7,CAMKK2,238,4
CAMKK2_PKc_E7_37.3,CAMKK2,1,1
CAMKK2_PKc_E9_89.6,CAMKK2,517,403
CAMKV_PKc_E3_132.12,CAMKV,920,90
CAMKV_PKc_E3_132.8,CAMKV,537,32
CAMKV_PKc_E4_75.2,CAMKV,413,1068
CAMKV_PKc_E4_75.5,CAMKV,1133,366
CAMKV_PKc_E5_139.14,CAMKV,1241,237
CAMKV_PKc_E6_121.12,CAMKV,1187,423
CASK_PKc_E3_106,CASK,1377,4357
CASK_PKc_E3_106.2,CASK,841,1
CASK_PKc_E5_73,CASK,1833,6607
CASK_PKc_E5_73.1,CASK,381,403
CASK_PKc_E6_103.2,CASK,675,1300
CASK_PKc_E8_123.4,CASK,1237,953
CDC42BPA_PKc_E1_169.4,CDC42BPA,1190,939
CDC42BPA_PKc_E2_92.2,CDC42BPA,478,264
CDC42BPA_PKc_E3_84,CDC42BPA,390,306
CDC42BPA_PKc_E4_96,CDC42BPA,711,5
CDC42BPA_PKc_E5_149.8,CDC42BPA,1078,277
CDC42BPA_PKc_E6_94.3,CDC42BPA,1353,1354
CDC42BPB_PKc_E1_169.12,CDC42BPB,766,164
CDC42BPB_PKc_E2_92.2,CDC42BPB,1083,625
CDC42BPB_PKc_E3_84.2,CDC42BPB,1079,779
CDC42BPB_PKc_E4_96.3,CDC42BPB,762,63
CDC42BPB_PKc_E5_149.5,CDC42BPB,296,245
CDC42BPB_PKc_E6_94.2,CDC42BPB,532,4302
CDC42BPG_PKc_E2_48.1,CDC42BPG,414,33
CDC42BPG_PKc_E3_84.3,CDC42BPG,1082,17
CDC42BPG_PKc_E4_96.3,CDC42BPG,514,82
CDC42BPG_PKc_E5_149.5,CDC42BPG,597,3
CDC42BPG_PKc_E6_94.3,CDC42BPG,1058,1142
CDC42BPG_PKc_E7_201.27,CDC42BPG,159,292
CDC7_PKc_E3_34,CDC7,554,47
CDC7_PKc_E4_136.1,CDC7,947,361
CDC7_PKc_E5_94.1,CDC7,891,1
CDC7_PKc_E6_143.7,CDC7,331,1
CDC7_PKc_E7_250.6,CDC7,816,1
CDC7_PKc_E8_96.2,CDC7,314,1
CDK1_PKc_E2_37.1,CDK1,1320,1827
CDK1_PKc_E4_124.1,CDK1,1219,10
CDK1_PKc_E6_164,CDK1,708,328
CDK10_PKc_E2_70.1,CDK10,760,106
CDK10_PKc_E3_72.5,CDK10,575,7306
CDK10_PKc_E4_103.11,CDK10,1503,243
CDK10_PKc_E5_82.4,CDK10,722,838
CDK10_PKc_E6_68.2,CDK10,191,19
CDK10_PKc_E7_53.1,CDK10,1105,78
CDK11A_PKc_E13_122.13,CDK11A,792,488
CDK11A_PKc_E13_122.15,CDK11A,710,85
CDK11A_PKc_E14_106.1,CDK11A,455,1
CDK11A_PKc_E15_122.4,CDK11A,692,293
CDK11A_PKc_E16_108.16,CDK11A,510,1
CDK11A_PKc_E18_149.14,CDK11A,1791,5054
CDK11B_PKc_E13_122.7,CDK11B,295,4
CDK11B_PKc_E14_106.1,CDK11B,947,1
CDK11B_PKc_E15_122.1,CDK11B,850,36
CDK11B_PKc_E16_108.16,CDK11B,137,1
CDK11B_PKc_E17_117.11,CDK11B,1252,794
CDK11B_PKc_E18_149.2,CDK11B,721,1727
CDK12_PKc_E4_94.7,CDK12,1049,1
CDK12_PKc_E5_171.8,CDK12,605,356
CDK12_PKc_E6_190.11,CDK12,435,1
CDK12_PKc_E7_57,CDK12,1357,418
CDK12_PKc_E8_102.1,CDK12,729,1
CDK12_PKc_E9_78.1,CDK12,1005,469
CDK13_PKc_E4_94.2,CDK13,1020,1239
CDK13_PKc_E5_171,CDK13,387,364
CDK13_PKc_E6_190.2,CDK13,1149,35
CDK13_PKc_E7_57,CDK13,843,330
CDK13_PKc_E8_102.1,CDK13,1472,366
CDK13_PKc_E9_78.2,CDK13,838,37
CDK14_PKc_E4_80.5,CDK14,1182,483
CDK14_PKc_E5_80.5,CDK14,1034,497
CDK14_PKc_E6_95.1,CDK14,1513,541
CDK14_PKc_E7_63.2,CDK14,1698,3051
CDK14_PKc_E8_124.5,CDK14,203,1
CDK14_PKc_E9_121.7,CDK14,886,982
CDK15_PKc_E3_65.5,CDK15,772,15
CDK15_PKc_E4_80.2,CDK15,2219,800
CDK15_PKc_E5_95.2,CDK15,544,215
CDK15_PKc_E6_63.4,CDK15,857,283
CDK15_PKc_E7_124.3,CDK15,653,151
CDK15_PKc_E8_121,CDK15,1000,53
CDK16_PKc_E10_121.7,CDK16,530,693
CDK16_PKc_E5_36,CDK16,1066,769
CDK16_PKc_E6_115.13,CDK16,658,48
CDK16_PKc_E7_95.4,CDK16,1472,1373
CDK16_PKc_E8_63.4,CDK16,1001,41
CDK16_PKc_E9_124.3,CDK16,1296,1265
CDK17_PKc_E10_124.1,CDK17,1251,16394
CDK17_PKc_E11_121.4,CDK17,1272,791
CDK17_PKc_E6_48.2,CDK17,1244,2503
CDK17_PKc_E7_115.3,CDK17,710,546
CDK17_PKc_E8_95.2,CDK17,780,39
CDK17_PKc_E9_63.2,CDK17,775,9
CDK18_PKc_E10_121.12,CDK18,1000,294
CDK18_PKc_E5_45,CDK18,386,2
CDK18_PKc_E6_115.5,CDK18,113,718
CDK18_PKc_E7_95.9,CDK18,990,197
CDK18_PKc_E8_63.3,CDK18,605,877
CDK18_PKc_E9_124.19,CDK18,1265,3867
CDK2_PKc_E1_116.9,CDK2,175,1
CDK2_PKc_E2_78.3,CDK2,726,1
CDK2_PKc_E3_121.2,CDK2,421,1
CDK2_PKc_E4_171.1,CDK2,1012,2
CDK2_PKc_E5_102.12,CDK2,663,1
CDK2_PKc_E6_204.3,CDK2,625,236
CDK20_PKc_E1_75.1,CDK20,446,811
CDK20_PKc_E2_114.2,CDK20,577,287
CDK20_PKc_E3_189.5,CDK20,450,100
CDK20_PKc_E4_122.2,CDK20,970,954
CDK20_PKc_E5_63.6,CDK20,1071,1
CDK20_PKc_E6_124.5,CDK20,1269,1386
CDK3_PKc_E2_116.4,CDK3,1507,855
CDK3_PKc_E3_78.3,CDK3,939,175
CDK3_PKc_E4_121,CDK3,1109,460
CDK3_PKc_E5_171.11,CDK3,837,158
CDK3_PKc_E6_102,CDK3,765,826
CDK3_PKc_E7_204.1,CDK3,1224,1247
CDK4_PKc_E2_206.14,CDK4,1033,679
CDK4_PKc_E3_136.21,CDK4,534,113
CDK4_PKc_E4_168.12,CDK4,1648,344
CDK4_PKc_E5_110.4,CDK4,1076,885
CDK4_PKc_E6_51,CDK4,641,367
CDK4_PKc_E7_136.28,CDK4,294,727
CDK5_PKc_E1_37.2,CDK5,698,1
CDK5_PKc_E2_89.3,CDK5,849,160
CDK5_PKc_E3_68,CDK5,178,1
CDK5_PKc_E5_57.1,CDK5,1424,2383
CDK5_PKc_E6_96.4,CDK5,1036,1
CDK5_PKc_E7_75.5,CDK5,590,87
CDK6_PKc_E2_203.31,CDK6,940,1308
CDK6_PKc_E3_136.2,CDK6,414,1064
CDK6_PKc_E4_168.11,CDK6,2275,5391
CDK6_PKc_E5_110.8,CDK6,105,1
CDK6_PKc_E6_51.2,CDK6,1072,1907
CDK6_PKc_E7_136.3,CDK6,1065,577
CDK7_PKc_E1_48,CDK7,774,4
CDK7_PKc_E2_60.3,CDK7,1031,1
CDK7_PKc_E4_68.3,CDK7,1116,732
CDK7_PKc_E5_69.2,CDK7,435,62
CDK7_PKc_E6_111.3,CDK7,821,1
CDK7_PKc_E7_119.11,CDK7,496,48
CDK9_PKc_E1_77.1,CDK9,1334,419
CDK9_PKc_E1_77.4,CDK9,1375,2739
CDK9_PKc_E4_167.13,CDK9,1659,3
CDK9_PKc_E6_149.13,CDK9,600,1
CDK9_PKc_E7_192.9,CDK9,1156,47
CDKL1_PKc_E1_165.12,CDKL1,740,1311
CDKL1_PKc_E2_122,CDKL1,652,120
CDKL1_PKc_E3_73.1,CDKL1,845,129
CDKL1_PKc_E4_91.3,CDKL1,1191,1940
CDKL1_PKc_E5_201.9,CDKL1,1327,1680
CDKL1_PKc_E6_83.1,CDKL1,482,92
CDKL2_PKc_E2_165.1,CDKL2,789,43
CDKL2_PKc_E3_195.7,CDKL2,1055,365
CDKL2_PKc_E4_179.16,CDKL2,492,438
CDKL2_PKc_E5_113.6,CDKL2,552,571
CDKL2_PKc_E6_140,CDKL2,659,33
CDKL2_PKc_E7_66.4,CDKL2,569,376
CDKL3_PKc_E2_162.7,CDKL3,1065,449
CDKL3_PKc_E3_195.2,CDKL3,1176,546
CDKL3_PKc_E4_179.6,CDKL3,748,229
CDKL3_PKc_E5_113.2,CDKL3,506,1
CDKL3_PKc_E6_140.5,CDKL3,1290,144
CDKL3_PKc_E7_66.1,CDKL3,715,1581
CDKL4_PKc_E1_165.9,CDKL4,1045,1293
CDKL4_PKc_E2_122,CDKL4,1087,689
CDKL4_PKc_E3_73,CDKL4,1485,205
CDKL4_PKc_E4_91.2,CDKL4,529,26359
CDKL4_PKc_E5_198.19,CDKL4,953,707
CDKL4_PKc_E6_83.2,CDKL4,594,149
CDKL5_PKc_E2_34,CDKL5,1761,2313
CDKL5_PKc_E3_35,CDKL5,2067,6343
CDKL5_PKc_E4_46,CDKL5,980,96
CDKL5_PKc_E5_137.5,CDKL5,1160,13554
CDKL5_PKc_E6_121.2,CDKL5,1618,302
CDKL5_PKc_E7_60,CDKL5,1496,774
CHEK1_PKc_E2_65.4,CHEK1,574,3
CHEK1_PKc_E3_224.1,CHEK1,829,1
CHEK1_PKc_E4_65.6,CHEK1,730,1
CHEK1_PKc_E5_70.1,CHEK1,484,1
CHEK1_PKc_E6_189.6,CHEK1,796,298
CHEK1_PKc_E7_105.1,CHEK1,1520,1
CHEK2_PKc_E10_87.3,CHEK2,654,1540
CHEK2_PKc_E5_47.1,CHEK2,898,1962
CHEK2_PKc_E6_109.1,CHEK2,391,67
CHEK2_PKc_E7_54.1,CHEK2,341,1
CHEK2_PKc_E8_62.1,CHEK2,662,217
CHEK2_PKc_E9_100.2,CHEK2,311,791
CHUK_PKc_E1_63.6,CHUK,1145,3259
CHUK_PKc_E2_95.2,CHUK,1412,5244
CHUK_PKc_E3_115,CHUK,746,184
CHUK_PKc_E4_70.2,CHUK,469,125
CHUK_PKc_E5_89,CHUK,497,571
CHUK_PKc_E6_90.5,CHUK,653,788
CIT_PKc_E4_132.1,CIT,424,1
CIT_PKc_E5_102.1,CIT,924,32
CIT_PKc_E6_143.9,CIT,505,2617
CIT_PKc_E7_94,CIT,1395,475
CIT_PKc_E8_204,CIT,1052,2444
CIT_PKc_E9_154.9,CIT,644,246
CLK1_PKc_E4_40,CLK1,433,168
