sgRNA,Gene,Snu-1_clone_12_D=0,Snu-1_clone_12_D=10
ACVR1C_PKc_E9_102.6,ACVR1C,1542,1536
ACVR2A_PKc_E10_131.1,ACVR2A,1126,990
ACVR2A_PKc_E5_87.3,ACVR2A,408,684
ACVR2A_PKc_E6_144,ACVR2A,215,153
ACVR2A_PKc_E7_146.12,ACVR2A,595,480
ACVR2A_PKc_E8_115.6,ACVR2A,1616,1577
ACVR2A_PKc_E9_139.9,ACVR2A,1038,758
ACVRL1_PKc_E6_147.3,ACVRL1,597,579
ACVRL1_PKc_E6_147.8,ACVRL1,841,515
ACVRL1_PKc_E8_198.28,ACVRL1,240,288
ACVRL1_PKc_E8_198.4,ACVRL1,1139,1315
ACVRL1_PKc_E9_131,ACVRL1,431,352
ACVRL1_PKc_E9_131.6,ACVRL1,756,679
ADCK1_PKc_E5_159.11,ADCK1,607,838
ADCK1_PKc_E5_159.31,ADCK1,631,549
ADCK1_PKc_E6_159.6,ADCK1,402,385
ADCK1_PKc_E7_117.13,ADCK1,589,471
ADCK1_PKc_E8_150.18,ADCK1,818,866
ADCK1_PKc_E9_99.4,ADCK1,1102,1313
ADCK2_PKc_E1_534.7,ADCK2,235,236
ADCK2_PKc_E3_129.17,ADCK2,687,863
ADCK2_PKc_E4_96.5,ADCK2,417,587
ADCK2_PKc_E6_129.2,ADCK2,385,308
ADCK2_PKc_E7_54,ADCK2,1214,1148
ADCK2_PKc_E8_114.6,ADCK2,554,736
ADCK3_PKc_E10_94.9,ADCK3,637,649
ADCK3_PKc_E11_142.6,ADCK3,673,527
ADCK3_PKc_E12_108.8,ADCK3,804,621
ADCK3_PKc_E13_66.1,ADCK3,788,894
ADCK3_PKc_E8_141.23,ADCK3,668,590
ADCK3_PKc_E9_82.2,ADCK3,1762,1477
ADCK4_PKc_E10_94.6,ADCK4,312,209
ADCK4_PKc_E12_108.1,ADCK4,291,322
ADCK4_PKc_E13_66.2,ADCK4,1109,1047
ADCK4_PKc_E14_87.6,ADCK4,1013,842
ADCK4_PKc_E8_141.12,ADCK4,522,527
ADCK4_PKc_E9_82.4,ADCK4,527,491
ADCK5_PKc_E10_82.1,ADCK5,763,700
ADCK5_PKc_E11_79.1,ADCK5,815,835
ADCK5_PKc_E12_52.5,ADCK5,481,450
ADCK5_PKc_E7_114.17,ADCK5,901,1095
ADCK5_PKc_E8_132.7,ADCK5,831,777
ADCK5_PKc_E9_84.2,ADCK5,777,495
ADRBK1_PKc_E10_79.2,ADRBK1,1009,999
ADRBK1_PKc_E11_131.9,ADRBK1,624,619
ADRBK1_PKc_E12_95.3,ADRBK1,557,545
ADRBK1_PKc_E13_108.17,ADRBK1,1324,1051
ADRBK1_PKc_E8_80.4,ADRBK1,233,319
ADRBK1_PKc_E9_100.8,ADRBK1,1022,933
ADRBK2_PKc_E10_79.5,ADRBK2,176,133
ADRBK2_PKc_E11_131.8,ADRBK2,904,1228
ADRBK2_PKc_E12_95.1,ADRBK2,1224,1410
ADRBK2_PKc_E13_108.5,ADRBK2,688,826
ADRBK2_PKc_E8_92.2,ADRBK2,401,552
ADRBK2_PKc_E9_100.2,ADRBK2,1237,1413
AK1_PKc_E3_28,AK1,1045,904
AK1_PKc_E3_28.1,AK1,346,491
AK1_PKc_E4_164.19,AK1,905,1238
AK1_PKc_E4_164.27,AK1,1620,1536
AK1_PKc_E5_117.13,AK1,738,479
AK1_PKc_E5_117.2,AK1,637,488
AK2_PKc_E6_159,AK2,899,975
AK2_PKc_E6_159.16,AK2,815,700
AK2_PKc_E6_159.17,AK2,390,401
AK2_PKc_E6_159.19,AK2,898,878
AK2_PKc_E6_159.21,AK2,628,340
AK2_PKc_E6_159.6,AK2,8,6
AK3_PKc_E1_127.14,AK3,984,850
AK3_PKc_E1_127.18,AK3,479,451
AK3_PKc_E2_120.3,AK3,1077,1162
AK3_PKc_E3_173.2,AK3,643,610
AK3_PKc_E4_119.7,AK3,745,672
AK3_PKc_E5_40,AK3,243,173
AKT1_PKc_E10_129.13,AKT1,597,630
AKT1_PKc_E5_66.5,AKT1,424,528
AKT1_PKc_E6_132.15,AKT1,482,477
AKT1_PKc_E7_66.3,AKT1,424,466
AKT1_PKc_E8_69.2,AKT1,978,827
AKT1_PKc_E9_126.3,AKT1,514,361
AKT2_PKc_E10_129.1,AKT2,389,443
AKT2_PKc_E11_215.3,AKT2,229,129
AKT2_PKc_E6_120.14,AKT2,688,710
AKT2_PKc_E7_66.3,AKT2,356,327
AKT2_PKc_E8_69.8,AKT2,1535,1081
AKT2_PKc_E9_123.8,AKT2,705,754
AKT3_PKc_E10_215.1,AKT3,291,276
AKT3_PKc_E4_36,AKT3,659,555
AKT3_PKc_E5_132.2,AKT3,1009,1145
AKT3_PKc_E7_69.7,AKT3,1589,1479
AKT3_PKc_E8_123.3,AKT3,966,1247
AKT3_PKc_E9_129.5,AKT3,696,982
ALK_PKc_E20_35,ALK,1145,969
ALK_PKc_E21_91.12,ALK,179,296
ALK_PKc_E22_65.1,ALK,446,532
ALK_PKc_E23_130,ALK,1673,2034
ALK_PKc_E24_98.8,ALK,1047,1240
ALK_PKc_E25_93.7,ALK,1477,1327
AMHR2_PKc_E10_137.5,AMHR2,1263,1328
AMHR2_PKc_E11_108.5,AMHR2,811,738
AMHR2_PKc_E6_231.14,AMHR2,478,323
AMHR2_PKc_E7_115.1,AMHR2,992,736
AMHR2_PKc_E8_173.31,AMHR2,1453,1650
AMHR2_PKc_E9_148.14,AMHR2,428,370
ANKK1_PKc_E1_113.15,ANKK1,692,673
ANKK1_PKc_E1_113.4,ANKK1,1635,1885
ANKK1_PKc_E2_295.2,ANKK1,872,981
ANKK1_PKc_E3_152.22,ANKK1,580,519
ANKK1_PKc_E5_156.2,ANKK1,301,563
ANKK1_PKc_E6_41,ANKK1,830,899
ARAF_PKc_E10_152.4,ARAF,918,1525
ARAF_PKc_E10_152.5,ARAF,589,483
ARAF_PKc_E11_177.1,ARAF,327,289
ARAF_PKc_E11_177.9,ARAF,497,435
ARAF_PKc_E12_47,ARAF,707,461
ARAF_PKc_E14_132.7,ARAF,1542,989
ATM_PKc_E60_115.5,ATM,739,744
ATM_PKc_E60_115.6,ATM,359,398
ATM_PKc_E61_64,ATM,264,532
ATM_PKc_E61_64.1,ATM,575,789
ATM_PKc_E62_36,ATM,768,990
ATM_PKc_E62_36.1,ATM,600,809
ATR_PKc_E41_144.3,ATR,482,486
ATR_PKc_E42_151.4,ATR,1302,566
ATR_PKc_E43_157.9,ATR,1105,661
ATR_PKc_E44_154.6,ATR,483,219
ATR_PKc_E45_152,ATR,549,296
ATR_PKc_E46_46.1,ATR,766,729
AURKA_PKc_E10_175.19,AURKA,822,651
AURKA_PKc_E7_188.1,AURKA,828,246
AURKA_PKc_E7_188.1,AURKA,402,388
AURKA_PKc_E8_139,AURKA,736,835
AURKA_PKc_E8_139.6,AURKA,784,482
AURKA_PKc_E9_149.6,AURKA,706,758
AURKB_PKc_E5_191.1,AURKB,935,737
AURKB_PKc_E5_191.2,AURKB,390,214
AURKB_PKc_E6_139.5,AURKB,726,516
AURKB_PKc_E7_149.8,AURKB,932,982
AURKB_PKc_E8_175.4,AURKB,491,361
AURKB_PKc_E9_156.14,AURKB,874,514
AURKC_PKc_E3_191.2,AURKC,554,407
AURKC_PKc_E3_191.21,AURKC,234,217
AURKC_PKc_E4_139.1,AURKC,825,551
AURKC_PKc_E5_149.13,AURKC,135,71
AURKC_PKc_E6_175.14,AURKC,565,485
AURKC_PKc_E7_156.13,AURKC,750,533
AXL_PKc_E13_31,AXL,283,229
AXL_PKc_E14_78.7,AXL,516,546
AXL_PKc_E15_93.5,AXL,866,562
AXL_PKc_E16_122.7,AXL,594,587
AXL_PKc_E17_110.5,AXL,427,347
AXL_PKc_E18_160.14,AXL,958,818
BCR_PKc_E1_1278.13,BCR,225,256
BCR_PKc_E1_1278.203,BCR,343,270
BCR_PKc_E1_1278.242,BCR,643,764
BCR_PKc_E1_1278.57,BCR,1,1
BCR_PKc_E1_1278.9,BCR,285,141
BCR_PKc_E1_1278.96,BCR,1118,925
BLK_PKc_E10_77.4,BLK,965,906
BLK_PKc_E11_151.13,BLK,376,228
BLK_PKc_E12_132.4,BLK,663,642
BLK_PKc_E13_176.19,BLK,681,461
BLK_PKc_E8_76.7,BLK,524,460
BLK_PKc_E9_180.11,BLK,918,574
BMP2K_PKc_E1_40.1,BMP2K,927,857
BMP2K_PKc_E2_119.7,BMP2K,462,300
BMP2K_PKc_E3_106.5,BMP2K,469,465
BMP2K_PKc_E4_143.5,BMP2K,761,654
BMP2K_PKc_E5_122.2,BMP2K,1003,793
BMP2K_PKc_E6_82.7,BMP2K,564,256
BMPR1A_PKc_E10_298,BMPR1A,253,197
BMPR1A_PKc_E10_298.1,BMPR1A,1188,810
BMPR1A_PKc_E11_176.18,BMPR1A,459,390
BMPR1A_PKc_E11_176.4,BMPR1A,1239,997
BMPR1A_PKc_E13_99.2,BMPR1A,460,362
BMPR1A_PKc_E13_99.3,BMPR1A,657,418
BMPR1B_PKc_E10_131.6,BMPR1B,1445,895
BMPR1B_PKc_E11_123.7,BMPR1B,936,961
BMPR1B_PKc_E7_187.11,BMPR1B,665,591
BMPR1B_PKc_E7_187.4,BMPR1B,665,593
BMPR1B_PKc_E8_298.19,BMPR1B,1097,1324
BMPR1B_PKc_E9_176,BMPR1B,1433,1287
BMPR2_PKc_E10_137.6,BMPR2,956,765
BMPR2_PKc_E11_99.2,BMPR2,641,610
BMPR2_PKc_E6_231,BMPR2,956,519
BMPR2_PKc_E6_231.14,BMPR2,113,39
BMPR2_PKc_E7_115.4,BMPR2,922,957
BMPR2_PKc_E7_115.6,BMPR2,797,710
BRAF_PKc_E12_85.2,BRAF,751,704
BRAF_PKc_E13_177.6,BRAF,682,734
BRAF_PKc_E14_47.1,BRAF,1224,1508
BRAF_PKc_E15_119.2,BRAF,1128,931
BRAF_PKc_E16_132.5,BRAF,520,598
BRAF_PKc_E17_135,BRAF,196,263
BRSK1_PKc_E1_43.4,BRSK1,701,499
BRSK1_PKc_E2_95.4,BRSK1,773,840
BRSK1_PKc_E3_86,BRSK1,509,493
BRSK1_PKc_E4_141.5,BRSK1,412,395
BRSK1_PKc_E5_117.2,BRSK1,505,290
BRSK1_PKc_E6_34,BRSK1,458,515
BRSK2_PKc_E1_43.7,BRSK2,336,257
BRSK2_PKc_E2_95.4,BRSK2,617,376
BRSK2_PKc_E3_86.2,BRSK2,400,675
BRSK2_PKc_E4_141.11,BRSK2,270,435
BRSK2_PKc_E5_117.9,BRSK2,533,441
BRSK2_PKc_E6_34.3,BRSK2,955,798
BTK_PKc_E14_161.16,BTK,1088,977
BTK_PKc_E15_217.14,BTK,1175,1077
BTK_PKc_E16_65,BTK,786,862
BTK_PKc_E17_119.1,BTK,841,904
BTK_PKc_E18_158.4,BTK,1426,1465
BTK_PKc_E19_48,BTK,188,81
BUB1_PKc_E20_108.7,BUB1,343,553
BUB1_PKc_E21_162.7,BUB1,422,212
BUB1_PKc_E22_158.8,BUB1,1578,1874
BUB1_PKc_E23_172.2,BUB1,955,737
BUB1_PKc_E24_107,BUB1,936,600
BUB1_PKc_E25_157.4,BUB1,1074,995
BUB1B_PKc_E17_37,BUB1B,1007,1228
BUB1B_PKc_E18_101.2,BUB1B,412,497
BUB1B_PKc_E19_150.8,BUB1B,475,586
BUB1B_PKc_E20_143.5,BUB1B,885,949
BUB1B_PKc_E21_172.12,BUB1B,1097,465
BUB1B_PKc_E22_107.9,BUB1B,1178,829
CAMK1_PKc_E2_38,CAMK1,744,455
CAMK1_PKc_E3_132.17,CAMK1,270,394
CAMK1_PKc_E4_75.9,CAMK1,1779,1525
CAMK1_PKc_E5_139,CAMK1,566,438
CAMK1_PKc_E6_127.1,CAMK1,1874,1337
CAMK1_PKc_E7_76.4,CAMK1,1113,1044
CAMK1D_PKc_E1_59,CAMK1D,1065,971
CAMK1D_PKc_E2_132.3,CAMK1D,125,197
CAMK1D_PKc_E3_75.1,CAMK1D,1469,1593
CAMK1D_PKc_E4_139.1,CAMK1D,279,553
CAMK1D_PKc_E5_127.8,CAMK1D,1153,1466
CAMK1D_PKc_E6_76.2,CAMK1D,900,690
CAMK1G_PKc_E10_82,CAMK1G,1190,1101
CAMK1G_PKc_E10_82.8,CAMK1G,343,206
CAMK1G_PKc_E2_38,CAMK1G,639,560
CAMK1G_PKc_E2_38.1,CAMK1G,359,517
CAMK1G_PKc_E3_129.2,CAMK1G,703,811
CAMK1G_PKc_E3_129.8,CAMK1G,174,261
CAMK2A_PKc_E2_95,CAMK2A,348,365
CAMK2A_PKc_E3_60,CAMK2A,977,792
CAMK2A_PKc_E4_55.3,CAMK2A,2005,2667
CAMK2A_PKc_E5_66.6,CAMK2A,606,622
CAMK2A_PKc_E6_73.3,CAMK2A,1700,1822
CAMK2A_PKc_E7_103.16,CAMK2A,1177,1163
CAMK2B_PKc_E1_32,CAMK2B,1020,615
CAMK2B_PKc_E2_95.3,CAMK2B,733,794
CAMK2B_PKc_E3_60.2,CAMK2B,934,927
CAMK2B_PKc_E4_55,CAMK2B,1266,975
CAMK2B_PKc_E5_66.1,CAMK2B,430,351
CAMK2B_PKc_E6_73.6,CAMK2B,1388,1392
CAMK2D_PKc_E1_32,CAMK2D,775,842
CAMK2D_PKc_E2_95.4,CAMK2D,949,946
CAMK2D_PKc_E3_60,CAMK2D,284,386
CAMK2D_PKc_E4_55.2,CAMK2D,1189,1076
CAMK2D_PKc_E5_66,CAMK2D,347,286
CAMK2D_PKc_E6_73.1,CAMK2D,603,704
CAMK2G_PKc_E1_32.1,CAMK2G,362,757
CAMK2G_PKc_E2_95.4,CAMK2G,584,563
CAMK2G_PKc_E3_60.2,CAMK2G,165,155
CAMK2G_PKc_E4_55.3,CAMK2G,1057,1020
CAMK2G_PKc_E5_66.2,CAMK2G,529,285
CAMK2G_PKc_E6_73.1,CAMK2G,877,610
CAMK4_PKc_E1_38.2,CAMK4,968,889
CAMK4_PKc_E2_79.4,CAMK4,243,288
CAMK4_PKc_E3_63,CAMK4,617,1009
CAMK4_PKc_E4_83.1,CAMK4,938,1159
CAMK4_PKc_E5_73.1,CAMK4,689,588
CAMK4_PKc_E6_91.4,CAMK4,769,901
CAMKK1_PKc_E3_30,CAMKK1,860,1079
CAMKK1_PKc_E4_54.2,CAMKK1,749,696
CAMKK1_PKc_E5_52,CAMKK1,563,567
CAMKK1_PKc_E6_134.7,CAMKK1,476,606
CAMKK1_PKc_E7_37,CAMKK1,895,911
CAMKK1_PKc_E9_89.4,CAMKK1,1764,1463
CAMKK2_PKc_E3_36,CAMKK2,1467,1554
CAMKK2_PKc_E4_54,CAMKK2,1131,1487
CAMKK2_PKc_E5_52.1,CAMKK2,331,268
CAMKK2_PKc_E6_134.7,CAMKK2,216,351
CAMKK2_PKc_E7_37.3,CAMKK2,1,1
CAMKK2_PKc_E9_89.6,CAMKK2,376,594
CAMKV_PKc_E3_132.12,CAMKV,665,686
CAMKV_PKc_E3_132.8,CAMKV,461,400
CAMKV_PKc_E4_75.2,CAMKV,530,605
CAMKV_PKc_E4_75.5,CAMKV,1054,736
CAMKV_PKc_E5_139.14,CAMKV,908,812
CAMKV_PKc_E6_121.12,CAMKV,1050,776
CASK_PKc_E3_106,CASK,1010,979
CASK_PKc_E3_106.2,CASK,678,636
CASK_PKc_E5_73,CASK,1398,1573
CASK_PKc_E5_73.1,CASK,216,340
CASK_PKc_E6_103.2,CASK,634,505
CASK_PKc_E8_123.4,CASK,1311,685
CDC42BPA_PKc_E1_169.4,CDC42BPA,1073,764
CDC42BPA_PKc_E2_92.2,CDC42BPA,422,332
CDC42BPA_PKc_E3_84,CDC42BPA,421,383
CDC42BPA_PKc_E4_96,CDC42BPA,567,599
CDC42BPA_PKc_E5_149.8,CDC42BPA,829,1015
CDC42BPA_PKc_E6_94.3,CDC42BPA,952,768
CDC42BPB_PKc_E1_169.12,CDC42BPB,695,802
CDC42BPB_PKc_E2_92.2,CDC42BPB,1011,739
CDC42BPB_PKc_E3_84.2,CDC42BPB,828,1006
CDC42BPB_PKc_E4_96.3,CDC42BPB,478,611
CDC42BPB_PKc_E5_149.5,CDC42BPB,216,295
CDC42BPB_PKc_E6_94.2,CDC42BPB,362,317
CDC42BPG_PKc_E2_48.1,CDC42BPG,348,378
CDC42BPG_PKc_E3_84.3,CDC42BPG,1081,782
CDC42BPG_PKc_E4_96.3,CDC42BPG,389,342
CDC42BPG_PKc_E5_149.5,CDC42BPG,399,378
CDC42BPG_PKc_E6_94.3,CDC42BPG,743,746
CDC42BPG_PKc_E7_201.27,CDC42BPG,269,148
CDC7_PKc_E3_34,CDC7,556,469
CDC7_PKc_E4_136.1,CDC7,1035,232
CDC7_PKc_E5_94.1,CDC7,824,313
CDC7_PKc_E6_143.7,CDC7,307,147
CDC7_PKc_E7_250.6,CDC7,814,602
CDC7_PKc_E8_96.2,CDC7,328,236
CDK1_PKc_E2_37.1,CDK1,1059,1036
CDK1_PKc_E4_124.1,CDK1,919,835
CDK1_PKc_E6_164,CDK1,437,517
CDK10_PKc_E2_70.1,CDK10,513,431
CDK10_PKc_E3_72.5,CDK10,360,211
CDK10_PKc_E4_103.11,CDK10,1288,580
CDK10_PKc_E5_82.4,CDK10,562,372
CDK10_PKc_E6_68.2,CDK10,151,103
CDK10_PKc_E7_53.1,CDK10,738,581
CDK11A_PKc_E13_122.13,CDK11A,851,1028
CDK11A_PKc_E13_122.15,CDK11A,717,750
CDK11A_PKc_E14_106.1,CDK11A,376,588
CDK11A_PKc_E15_122.4,CDK11A,528,487
CDK11A_PKc_E16_108.16,CDK11A,579,500
CDK11A_PKc_E18_149.14,CDK11A,1369,1888
CDK11B_PKc_E13_122.7,CDK11B,322,377
CDK11B_PKc_E14_106.1,CDK11B,962,858
CDK11B_PKc_E15_122.1,CDK11B,706,635
CDK11B_PKc_E16_108.16,CDK11B,207,111
CDK11B_PKc_E17_117.11,CDK11B,1178,1358
CDK11B_PKc_E18_149.2,CDK11B,713,733
CDK12_PKc_E4_94.7,CDK12,878,833
CDK12_PKc_E5_171.8,CDK12,506,796
CDK12_PKc_E6_190.11,CDK12,392,282
CDK12_PKc_E7_57,CDK12,1266,1555
CDK12_PKc_E8_102.1,CDK12,638,129
CDK12_PKc_E9_78.1,CDK12,623,721
CDK13_PKc_E4_94.2,CDK13,826,586
CDK13_PKc_E5_171,CDK13,220,177
CDK13_PKc_E6_190.2,CDK13,995,1113
CDK13_PKc_E7_57,CDK13,877,699
CDK13_PKc_E8_102.1,CDK13,1257,1062
CDK13_PKc_E9_78.2,CDK13,652,690
CDK14_PKc_E4_80.5,CDK14,1016,778
CDK14_PKc_E5_80.5,CDK14,820,859
CDK14_PKc_E6_95.1,CDK14,1371,1410
CDK14_PKc_E7_63.2,CDK14,1774,1753
CDK14_PKc_E8_124.5,CDK14,176,148
CDK14_PKc_E9_121.7,CDK14,722,527
CDK15_PKc_E3_65.5,CDK15,668,730
CDK15_PKc_E4_80.2,CDK15,1601,1381
CDK15_PKc_E5_95.2,CDK15,405,328
CDK15_PKc_E6_63.4,CDK15,668,609
CDK15_PKc_E7_124.3,CDK15,542,333
CDK15_PKc_E8_121,CDK15,871,502
CDK16_PKc_E10_121.7,CDK16,490,431
CDK16_PKc_E5_36,CDK16,1045,1204
CDK16_PKc_E6_115.13,CDK16,618,461
CDK16_PKc_E7_95.4,CDK16,1464,979
CDK16_PKc_E8_63.4,CDK16,725,562
CDK16_PKc_E9_124.3,CDK16,1042,1026
CDK17_PKc_E10_124.1,CDK17,1214,1482
CDK17_PKc_E11_121.4,CDK17,1144,824
CDK17_PKc_E6_48.2,CDK17,912,1438
CDK17_PKc_E7_115.3,CDK17,623,382
CDK17_PKc_E8_95.2,CDK17,566,494
CDK17_PKc_E9_63.2,CDK17,713,812
CDK18_PKc_E10_121.12,CDK18,699,902
CDK18_PKc_E5_45,CDK18,369,327
CDK18_PKc_E6_115.5,CDK18,57,150
CDK18_PKc_E7_95.9,CDK18,547,784
CDK18_PKc_E8_63.3,CDK18,686,536
CDK18_PKc_E9_124.19,CDK18,1063,804
CDK2_PKc_E1_116.9,CDK2,94,152
CDK2_PKc_E2_78.3,CDK2,869,429
CDK2_PKc_E3_121.2,CDK2,488,251
CDK2_PKc_E4_171.1,CDK2,1141,942
CDK2_PKc_E5_102.12,CDK2,729,395
CDK2_PKc_E6_204.3,CDK2,508,562
CDK20_PKc_E1_75.1,CDK20,480,319
CDK20_PKc_E2_114.2,CDK20,678,305
CDK20_PKc_E3_189.5,CDK20,415,331
CDK20_PKc_E4_122.2,CDK20,744,761
CDK20_PKc_E5_63.6,CDK20,1027,688
CDK20_PKc_E6_124.5,CDK20,1047,1058
CDK3_PKc_E2_116.4,CDK3,1079,823
CDK3_PKc_E3_78.3,CDK3,840,656
CDK3_PKc_E4_121,CDK3,882,795
CDK3_PKc_E5_171.11,CDK3,662,644
CDK3_PKc_E6_102,CDK3,730,701
CDK3_PKc_E7_204.1,CDK3,958,1269
CDK4_PKc_E2_206.14,CDK4,1252,262
CDK4_PKc_E3_136.21,CDK4,501,173
CDK4_PKc_E4_168.12,CDK4,1345,806
CDK4_PKc_E5_110.4,CDK4,880,586
CDK4_PKc_E6_51,CDK4,529,375
CDK4_PKc_E7_136.28,CDK4,243,196
CDK5_PKc_E1_37.2,CDK5,678,465
CDK5_PKc_E2_89.3,CDK5,585,380
CDK5_PKc_E3_68,CDK5,83,206
CDK5_PKc_E5_57.1,CDK5,1159,1308
CDK5_PKc_E6_96.4,CDK5,792,631
CDK5_PKc_E7_75.5,CDK5,416,364
CDK6_PKc_E2_203.31,CDK6,685,490
CDK6_PKc_E3_136.2,CDK6,490,180
CDK6_PKc_E4_168.11,CDK6,1862,1792
CDK6_PKc_E5_110.8,CDK6,173,134
CDK6_PKc_E6_51.2,CDK6,704,762
CDK6_PKc_E7_136.3,CDK6,960,929
CDK7_PKc_E1_48,CDK7,777,831
CDK7_PKc_E2_60.3,CDK7,884,231
CDK7_PKc_E4_68.3,CDK7,772,712
CDK7_PKc_E5_69.2,CDK7,352,451
CDK7_PKc_E6_111.3,CDK7,663,670
CDK7_PKc_E7_119.11,CDK7,464,366
CDK9_PKc_E1_77.1,CDK9,1006,500
CDK9_PKc_E1_77.4,CDK9,856,962
CDK9_PKc_E4_167.13,CDK9,1878,1307
CDK9_PKc_E6_149.13,CDK9,777,697
CDK9_PKc_E7_192.9,CDK9,720,796
CDKL1_PKc_E1_165.12,CDKL1,681,732
CDKL1_PKc_E2_122,CDKL1,743,777
CDKL1_PKc_E3_73.1,CDKL1,669,624
CDKL1_PKc_E4_91.3,CDKL1,1052,1235
CDKL1_PKc_E5_201.9,CDKL1,1198,1311
CDKL1_PKc_E6_83.1,CDKL1,587,603
CDKL2_PKc_E2_165.1,CDKL2,790,892
CDKL2_PKc_E3_195.7,CDKL2,715,889
CDKL2_PKc_E4_179.16,CDKL2,531,548
CDKL2_PKc_E5_113.6,CDKL2,528,453
CDKL2_PKc_E6_140,CDKL2,549,636
CDKL2_PKc_E7_66.4,CDKL2,405,467
CDKL3_PKc_E2_162.7,CDKL3,1021,993
CDKL3_PKc_E3_195.2,CDKL3,805,1112
CDKL3_PKc_E4_179.6,CDKL3,470,238
CDKL3_PKc_E5_113.2,CDKL3,345,466
CDKL3_PKc_E6_140.5,CDKL3,1015,1056
CDKL3_PKc_E7_66.1,CDKL3,710,459
CDKL4_PKc_E1_165.9,CDKL4,1122,905
CDKL4_PKc_E2_122,CDKL4,729,1000
CDKL4_PKc_E3_73,CDKL4,1152,1120
CDKL4_PKc_E4_91.2,CDKL4,384,450
CDKL4_PKc_E5_198.19,CDKL4,847,761
CDKL4_PKc_E6_83.2,CDKL4,407,344
CDKL5_PKc_E2_34,CDKL5,1354,1492
CDKL5_PKc_E3_35,CDKL5,2124,1808
CDKL5_PKc_E4_46,CDKL5,609,684
CDKL5_PKc_E5_137.5,CDKL5,986,1125
CDKL5_PKc_E6_121.2,CDKL5,1214,1416
CDKL5_PKc_E7_60,CDKL5,1398,1320
CHEK1_PKc_E2_65.4,CHEK1,739,140
CHEK1_PKc_E3_224.1,CHEK1,1139,1129
CHEK1_PKc_E4_65.6,CHEK1,822,247
CHEK1_PKc_E5_70.1,CHEK1,381,159
CHEK1_PKc_E6_189.6,CHEK1,674,835
CHEK1_PKc_E7_105.1,CHEK1,1332,866
CHEK2_PKc_E10_87.3,CHEK2,442,731
CHEK2_PKc_E5_47.1,CHEK2,712,939
CHEK2_PKc_E6_109.1,CHEK2,400,482
CHEK2_PKc_E7_54.1,CHEK2,243,329
CHEK2_PKc_E8_62.1,CHEK2,608,781
CHEK2_PKc_E9_100.2,CHEK2,293,233
CHUK_PKc_E1_63.6,CHUK,928,548
CHUK_PKc_E2_95.2,CHUK,1011,1208
CHUK_PKc_E3_115,CHUK,477,588
CHUK_PKc_E4_70.2,CHUK,408,280
CHUK_PKc_E5_89,CHUK,473,311
CHUK_PKc_E6_90.5,CHUK,532,411
CIT_PKc_E4_132.1,CIT,398,456
CIT_PKc_E5_102.1,CIT,898,981
CIT_PKc_E6_143.9,CIT,333,237
CIT_PKc_E7_94,CIT,1218,941
CIT_PKc_E8_204,CIT,1097,1105
CIT_PKc_E9_154.9,CIT,597,399
CLK1_PKc_E4_40,CLK1,439,284
CLK1_PKc_E5_67,CLK1,478,729
CLK1_PKc_E6_117.1,CLK1,314,247
CLK1_PKc_E7_167.7,CLK1,853,691
CLK1_PKc_E8_95,CLK1,971,704
