sgRNA,Gene,A2780_Ts2_D0,A2780_Ts2_D10
AURKB_PKc_E7_149.8,AURKB,1722,206
AURKB_PKc_E8_175.4,AURKB,175,1
AURKB_PKc_E9_156.14,AURKB,94,1
AURKC_PKc_E3_191.2,AURKC,766,470
AURKC_PKc_E3_191.21,AURKC,1063,5
AURKC_PKc_E4_139.1,AURKC,2308,15
AURKC_PKc_E5_149.13,AURKC,254,1
AURKC_PKc_E6_175.14,AURKC,1258,44
AURKC_PKc_E7_156.13,AURKC,539,1
AXL_PKc_E13_31,AXL,709,13
AXL_PKc_E14_78.7,AXL,531,94
AXL_PKc_E15_93.5,AXL,951,7
AXL_PKc_E16_122.7,AXL,1130,433
AXL_PKc_E17_110.5,AXL,561,20
AXL_PKc_E18_160.14,AXL,597,9
BCR_PKc_E1_1278.13,BCR,182,66
BCR_PKc_E1_1278.203,BCR,294,1
BCR_PKc_E1_1278.242,BCR,1056,178
BCR_PKc_E1_1278.57,BCR,1,1
BCR_PKc_E1_1278.9,BCR,360,3
BCR_PKc_E1_1278.96,BCR,1256,20
BLK_PKc_E10_77.4,BLK,807,6
BLK_PKc_E11_151.13,BLK,635,152
BLK_PKc_E12_132.4,BLK,1063,89
BLK_PKc_E13_176.19,BLK,585,14
BLK_PKc_E8_76.7,BLK,716,1
BLK_PKc_E9_180.11,BLK,1057,503
BMP2K_PKc_E1_40.1,BMP2K,1685,41
BMP2K_PKc_E2_119.7,BMP2K,794,1301
BMP2K_PKc_E3_106.5,BMP2K,667,28
BMP2K_PKc_E4_143.5,BMP2K,813,21
BMP2K_PKc_E5_122.2,BMP2K,3615,811
BMP2K_PKc_E6_82.7,BMP2K,307,1
BMPR1A_PKc_E10_298,BMPR1A,969,684
BMPR1A_PKc_E10_298.1,BMPR1A,1014,18
BMPR1A_PKc_E11_176.18,BMPR1A,186,1
BMPR1A_PKc_E11_176.4,BMPR1A,535,58
BMPR1A_PKc_E13_99.2,BMPR1A,550,51
BMPR1A_PKc_E13_99.3,BMPR1A,629,11
BMPR1B_PKc_E10_131.6,BMPR1B,1774,1253
BMPR1B_PKc_E11_123.7,BMPR1B,1802,426
BMPR1B_PKc_E7_187.11,BMPR1B,767,10801
BMPR1B_PKc_E7_187.4,BMPR1B,1169,147
BMPR1B_PKc_E8_298.19,BMPR1B,2035,753
BMPR1B_PKc_E9_176,BMPR1B,1659,1599
BMPR2_PKc_E10_137.6,BMPR2,546,780
BMPR2_PKc_E11_99.2,BMPR2,890,145
BMPR2_PKc_E6_231,BMPR2,1455,112
BMPR2_PKc_E6_231.14,BMPR2,190,1
BMPR2_PKc_E7_115.4,BMPR2,667,28
BMPR2_PKc_E7_115.6,BMPR2,809,167
BRAF_PKc_E12_85.2,BRAF,550,201
BRAF_PKc_E13_177.6,BRAF,350,5
BRAF_PKc_E14_47.1,BRAF,1468,1
BRAF_PKc_E15_119.2,BRAF,1651,870
BRAF_PKc_E16_132.5,BRAF,1188,201
BRAF_PKc_E17_135,BRAF,938,1
BRSK1_PKc_E1_43.4,BRSK1,292,63
BRSK1_PKc_E2_95.4,BRSK1,680,20
BRSK1_PKc_E3_86,BRSK1,668,37
BRSK1_PKc_E4_141.5,BRSK1,992,451
BRSK1_PKc_E5_117.2,BRSK1,756,117
BRSK1_PKc_E6_34,BRSK1,807,33
BRSK2_PKc_E1_43.7,BRSK2,2615,188
BRSK2_PKc_E2_95.4,BRSK2,425,1
BRSK2_PKc_E3_86.2,BRSK2,100,10
BRSK2_PKc_E4_141.11,BRSK2,546,2346
BRSK2_PKc_E5_117.9,BRSK2,411,1
BRSK2_PKc_E6_34.3,BRSK2,2419,1016
BTK_PKc_E14_161.16,BTK,1217,19
BTK_PKc_E15_217.14,BTK,2060,1074
BTK_PKc_E16_65,BTK,588,6
BTK_PKc_E17_119.1,BTK,1462,2946
BTK_PKc_E18_158.4,BTK,1062,296
BTK_PKc_E19_48,BTK,102,1
BUB1_PKc_E20_108.7,BUB1,692,1
BUB1_PKc_E21_162.7,BUB1,151,1
BUB1_PKc_E22_158.8,BUB1,2098,27
BUB1_PKc_E23_172.2,BUB1,888,4
BUB1_PKc_E24_107,BUB1,948,2
BUB1_PKc_E25_157.4,BUB1,1211,49
BUB1B_PKc_E17_37,BUB1B,1380,4102
BUB1B_PKc_E18_101.2,BUB1B,239,25
BUB1B_PKc_E19_150.8,BUB1B,174,1
BUB1B_PKc_E20_143.5,BUB1B,1837,1482
BUB1B_PKc_E21_172.12,BUB1B,641,84
BUB1B_PKc_E22_107.9,BUB1B,2413,667
CAMK1_PKc_E2_38,CAMK1,306,174
CAMK1_PKc_E3_132.17,CAMK1,243,3
CAMK1_PKc_E4_75.9,CAMK1,1550,137
CAMK1_PKc_E5_139,CAMK1,653,118
CAMK1_PKc_E6_127.1,CAMK1,3311,7256
CAMK1_PKc_E7_76.4,CAMK1,1161,8
CAMK1D_PKc_E1_59,CAMK1D,1949,409
CAMK1D_PKc_E2_132.3,CAMK1D,56,1
CAMK1D_PKc_E3_75.1,CAMK1D,4108,4086
CAMK1D_PKc_E4_139.1,CAMK1D,418,292
CAMK1D_PKc_E5_127.8,CAMK1D,1854,92
CAMK1D_PKc_E6_76.2,CAMK1D,1461,603
CAMK1G_PKc_E10_82,CAMK1G,1808,690
CAMK1G_PKc_E10_82.8,CAMK1G,390,58
CAMK1G_PKc_E2_38,CAMK1G,1960,185
CAMK1G_PKc_E2_38.1,CAMK1G,341,10
CAMK1G_PKc_E3_129.2,CAMK1G,430,1
CAMK1G_PKc_E3_129.8,CAMK1G,169,8
CAMK2A_PKc_E2_95,CAMK2A,1271,42
CAMK2A_PKc_E3_60,CAMK2A,2741,20170
CAMK2A_PKc_E4_55.3,CAMK2A,2817,51
CAMK2A_PKc_E5_66.6,CAMK2A,138,1
CAMK2A_PKc_E6_73.3,CAMK2A,2163,803
CAMK2A_PKc_E7_103.16,CAMK2A,1815,490
CAMK2B_PKc_E1_32,CAMK2B,2048,473
CAMK2B_PKc_E2_95.3,CAMK2B,1468,2721
CAMK2B_PKc_E3_60.2,CAMK2B,1481,500
CAMK2B_PKc_E4_55,CAMK2B,1593,39
CAMK2B_PKc_E5_66.1,CAMK2B,982,143
CAMK2B_PKc_E6_73.6,CAMK2B,1793,244
CAMK2D_PKc_E1_32,CAMK2D,1350,34
CAMK2D_PKc_E2_95.4,CAMK2D,1655,396
CAMK2D_PKc_E3_60,CAMK2D,985,6
CAMK2D_PKc_E4_55.2,CAMK2D,1840,1329
CAMK2D_PKc_E5_66,CAMK2D,173,1
CAMK2D_PKc_E6_73.1,CAMK2D,787,43
CAMK2G_PKc_E1_32.1,CAMK2G,376,1
CAMK2G_PKc_E2_95.4,CAMK2G,1379,191
CAMK2G_PKc_E3_60.2,CAMK2G,215,24
CAMK2G_PKc_E4_55.3,CAMK2G,522,1
CAMK2G_PKc_E5_66.2,CAMK2G,836,1
CAMK2G_PKc_E6_73.1,CAMK2G,1275,84
CAMK4_PKc_E1_38.2,CAMK4,1144,22
CAMK4_PKc_E2_79.4,CAMK4,372,1
CAMK4_PKc_E3_63,CAMK4,2362,98
CAMK4_PKc_E4_83.1,CAMK4,911,29
CAMK4_PKc_E5_73.1,CAMK4,560,1
CAMK4_PKc_E6_91.4,CAMK4,814,17
CAMKK1_PKc_E3_30,CAMKK1,3076,721
CAMKK1_PKc_E4_54.2,CAMKK1,1120,317
CAMKK1_PKc_E5_52,CAMKK1,975,110
CAMKK1_PKc_E6_134.7,CAMKK1,183,23
CAMKK1_PKc_E7_37,CAMKK1,959,28
CAMKK1_PKc_E9_89.4,CAMKK1,2552,56
CAMKK2_PKc_E3_36,CAMKK2,1827,17
CAMKK2_PKc_E4_54,CAMKK2,2068,57
CAMKK2_PKc_E5_52.1,CAMKK2,637,24
CAMKK2_PKc_E6_134.7,CAMKK2,23,1
CAMKK2_PKc_E7_37.3,CAMKK2,1,1
CAMKK2_PKc_E9_89.6,CAMKK2,1473,61
CAMKV_PKc_E3_132.12,CAMKV,359,1
CAMKV_PKc_E3_132.8,CAMKV,483,10
CAMKV_PKc_E4_75.2,CAMKV,386,1
CAMKV_PKc_E4_75.5,CAMKV,1336,120
CAMKV_PKc_E5_139.14,CAMKV,1853,2206
CAMKV_PKc_E6_121.12,CAMKV,1437,589
CASK_PKc_E3_106,CASK,1604,216
CASK_PKc_E3_106.2,CASK,489,1
CASK_PKc_E5_73,CASK,1879,608
CASK_PKc_E5_73.1,CASK,121,1
CASK_PKc_E6_103.2,CASK,697,8
CASK_PKc_E8_123.4,CASK,1430,3025
CDC42BPA_PKc_E1_169.4,CDC42BPA,2271,205
CDC42BPA_PKc_E2_92.2,CDC42BPA,342,42
CDC42BPA_PKc_E3_84,CDC42BPA,1181,361
CDC42BPA_PKc_E4_96,CDC42BPA,545,73
CDC42BPA_PKc_E5_149.8,CDC42BPA,1315,115
CDC42BPA_PKc_E6_94.3,CDC42BPA,1094,202
CDC42BPB_PKc_E1_169.12,CDC42BPB,1600,1156
CDC42BPB_PKc_E2_92.2,CDC42BPB,1008,7
CDC42BPB_PKc_E3_84.2,CDC42BPB,1309,413
CDC42BPB_PKc_E4_96.3,CDC42BPB,210,2
CDC42BPB_PKc_E5_149.5,CDC42BPB,584,154
CDC42BPB_PKc_E6_94.2,CDC42BPB,270,1
CDC42BPG_PKc_E2_48.1,CDC42BPG,1082,120
CDC42BPG_PKc_E3_84.3,CDC42BPG,552,25
CDC42BPG_PKc_E4_96.3,CDC42BPG,2097,321
CDC42BPG_PKc_E5_149.5,CDC42BPG,191,1
CDC42BPG_PKc_E6_94.3,CDC42BPG,680,57
CDC42BPG_PKc_E7_201.27,CDC42BPG,423,6
CDC7_PKc_E3_34,CDC7,978,321
CDC7_PKc_E4_136.1,CDC7,91,1
CDC7_PKc_E5_94.1,CDC7,769,1
CDC7_PKc_E6_143.7,CDC7,46,1
CDC7_PKc_E7_250.6,CDC7,201,1
CDC7_PKc_E8_96.2,CDC7,84,1
CDK1_PKc_E2_37.1,CDK1,1575,150
CDK1_PKc_E4_124.1,CDK1,1250,126
CDK1_PKc_E6_164,CDK1,522,64
CDK10_PKc_E2_70.1,CDK10,920,1
CDK10_PKc_E3_72.5,CDK10,336,39
CDK10_PKc_E4_103.11,CDK10,1359,18
CDK10_PKc_E5_82.4,CDK10,389,1
CDK10_PKc_E6_68.2,CDK10,441,1
CDK10_PKc_E7_53.1,CDK10,720,11
CDK11A_PKc_E13_122.13,CDK11A,793,20
CDK11A_PKc_E13_122.15,CDK11A,653,95
CDK11A_PKc_E14_106.1,CDK11A,1626,1
CDK11A_PKc_E15_122.4,CDK11A,1749,336
CDK11A_PKc_E16_108.16,CDK11A,185,1
CDK11A_PKc_E18_149.14,CDK11A,1507,185
CDK11B_PKc_E13_122.7,CDK11B,530,362
CDK11B_PKc_E14_106.1,CDK11B,87,1
CDK11B_PKc_E15_122.1,CDK11B,296,1
CDK11B_PKc_E16_108.16,CDK11B,36,1
CDK11B_PKc_E17_117.11,CDK11B,2049,742
CDK11B_PKc_E18_149.2,CDK11B,813,101
CDK12_PKc_E4_94.7,CDK12,231,1
CDK12_PKc_E5_171.8,CDK12,554,1
CDK12_PKc_E6_190.11,CDK12,927,1126
CDK12_PKc_E7_57,CDK12,2747,138
CDK12_PKc_E8_102.1,CDK12,18,1
CDK12_PKc_E9_78.1,CDK12,2850,358
CDK13_PKc_E4_94.2,CDK13,1127,261
CDK13_PKc_E5_171,CDK13,122,1
CDK13_PKc_E6_190.2,CDK13,1715,15
CDK13_PKc_E7_57,CDK13,1569,3353
CDK13_PKc_E8_102.1,CDK13,2822,265
CDK13_PKc_E9_78.2,CDK13,1543,2849
CDK14_PKc_E4_80.5,CDK14,1153,4
CDK14_PKc_E5_80.5,CDK14,2632,1491
CDK14_PKc_E6_95.1,CDK14,737,1
CDK14_PKc_E7_63.2,CDK14,4393,4159
CDK14_PKc_E8_124.5,CDK14,74,1
CDK14_PKc_E9_121.7,CDK14,779,55
CDK15_PKc_E3_65.5,CDK15,1055,141
CDK15_PKc_E4_80.2,CDK15,4139,11318
CDK15_PKc_E5_95.2,CDK15,206,1
CDK15_PKc_E6_63.4,CDK15,563,1
CDK15_PKc_E7_124.3,CDK15,927,167
CDK15_PKc_E8_121,CDK15,1127,1
CDK16_PKc_E10_121.7,CDK16,1139,5517
CDK16_PKc_E5_36,CDK16,3950,54918
CDK16_PKc_E6_115.13,CDK16,781,105
CDK16_PKc_E7_95.4,CDK16,1717,234
CDK16_PKc_E8_63.4,CDK16,711,5
CDK16_PKc_E9_124.3,CDK16,1034,700
CDK17_PKc_E10_124.1,CDK17,596,1
CDK17_PKc_E11_121.4,CDK17,1798,207
CDK17_PKc_E6_48.2,CDK17,1258,27
CDK17_PKc_E7_115.3,CDK17,2436,742
CDK17_PKc_E8_95.2,CDK17,1650,4050
CDK17_PKc_E9_63.2,CDK17,814,1
CDK18_PKc_E10_121.12,CDK18,3229,1723
CDK18_PKc_E5_45,CDK18,420,450
CDK18_PKc_E6_115.5,CDK18,61,1
CDK18_PKc_E7_95.9,CDK18,987,250
CDK18_PKc_E8_63.3,CDK18,1234,793
CDK18_PKc_E9_124.19,CDK18,169,12
CDK2_PKc_E1_116.9,CDK2,356,1
CDK2_PKc_E2_78.3,CDK2,235,1
CDK2_PKc_E3_121.2,CDK2,131,1
CDK2_PKc_E4_171.1,CDK2,394,1
CDK2_PKc_E5_102.12,CDK2,91,1
CDK2_PKc_E6_204.3,CDK2,809,13
CDK20_PKc_E1_75.1,CDK20,94,48
CDK20_PKc_E2_114.2,CDK20,825,123
CDK20_PKc_E3_189.5,CDK20,1061,7
CDK20_PKc_E4_122.2,CDK20,856,1
CDK20_PKc_E5_63.6,CDK20,1990,4383
CDK20_PKc_E6_124.5,CDK20,990,151
CDK3_PKc_E2_116.4,CDK3,554,1
CDK3_PKc_E3_78.3,CDK3,1192,1
CDK3_PKc_E4_121,CDK3,520,1
CDK3_PKc_E5_171.11,CDK3,1218,129
CDK3_PKc_E6_102,CDK3,900,5564
CDK3_PKc_E7_204.1,CDK3,1111,35
CDK4_PKc_E2_206.14,CDK4,358,11
CDK4_PKc_E3_136.21,CDK4,306,18
CDK4_PKc_E4_168.12,CDK4,1002,44
CDK4_PKc_E5_110.4,CDK4,620,101
CDK4_PKc_E6_51,CDK4,255,1
CDK4_PKc_E7_136.28,CDK4,67,1
CDK5_PKc_E1_37.2,CDK5,290,1
CDK5_PKc_E2_89.3,CDK5,1085,22
CDK5_PKc_E3_68,CDK5,232,667
CDK5_PKc_E5_57.1,CDK5,587,1
CDK5_PKc_E6_96.4,CDK5,1211,805
CDK5_PKc_E7_75.5,CDK5,627,183
CDK6_PKc_E2_203.31,CDK6,612,40
CDK6_PKc_E3_136.2,CDK6,688,14
CDK6_PKc_E4_168.11,CDK6,2264,273
CDK6_PKc_E5_110.8,CDK6,10,1
CDK6_PKc_E6_51.2,CDK6,815,13
CDK6_PKc_E7_136.3,CDK6,1040,108
CDK7_PKc_E1_48,CDK7,865,215
CDK7_PKc_E2_60.3,CDK7,283,15
CDK7_PKc_E4_68.3,CDK7,1534,94
CDK7_PKc_E5_69.2,CDK7,144,1
CDK7_PKc_E6_111.3,CDK7,324,1
CDK7_PKc_E7_119.11,CDK7,257,1
CDK9_PKc_E1_77.1,CDK9,782,25
CDK9_PKc_E1_77.4,CDK9,3228,182
CDK9_PKc_E4_167.13,CDK9,1830,1094
CDK9_PKc_E6_149.13,CDK9,821,2
CDK9_PKc_E7_192.9,CDK9,1526,224
CDKL1_PKc_E1_165.12,CDKL1,280,42
CDKL1_PKc_E2_122,CDKL1,668,90
CDKL1_PKc_E3_73.1,CDKL1,1319,74
CDKL1_PKc_E4_91.3,CDKL1,1236,608
CDKL1_PKc_E5_201.9,CDKL1,1074,91
CDKL1_PKc_E6_83.1,CDKL1,1341,3099
CDKL2_PKc_E2_165.1,CDKL2,564,10
CDKL2_PKc_E3_195.7,CDKL2,750,1
CDKL2_PKc_E4_179.16,CDKL2,1083,731
CDKL2_PKc_E5_113.6,CDKL2,644,171
CDKL2_PKc_E6_140,CDKL2,745,555
CDKL2_PKc_E7_66.4,CDKL2,1206,1371
CDKL3_PKc_E2_162.7,CDKL3,1067,108
CDKL3_PKc_E3_195.2,CDKL3,1829,687
CDKL3_PKc_E4_179.6,CDKL3,462,71
CDKL3_PKc_E5_113.2,CDKL3,1381,531
CDKL3_PKc_E6_140.5,CDKL3,1699,682
CDKL3_PKc_E7_66.1,CDKL3,1315,1043
CDKL4_PKc_E1_165.9,CDKL4,1748,110
CDKL4_PKc_E2_122,CDKL4,735,14
CDKL4_PKc_E3_73,CDKL4,1978,10352
CDKL4_PKc_E4_91.2,CDKL4,168,1
CDKL4_PKc_E5_198.19,CDKL4,694,1
CDKL4_PKc_E6_83.2,CDKL4,356,1451
CDKL5_PKc_E2_34,CDKL5,1251,895
CDKL5_PKc_E3_35,CDKL5,2966,421
CDKL5_PKc_E4_46,CDKL5,1218,107
CDKL5_PKc_E5_137.5,CDKL5,986,164
CDKL5_PKc_E6_121.2,CDKL5,3274,4262
CDKL5_PKc_E7_60,CDKL5,3423,554
CHEK1_PKc_E2_65.4,CHEK1,102,1
CHEK1_PKc_E3_224.1,CHEK1,1040,72
CHEK1_PKc_E4_65.6,CHEK1,92,1
CHEK1_PKc_E5_70.1,CHEK1,158,1
CHEK1_PKc_E6_189.6,CHEK1,639,7
CHEK1_PKc_E7_105.1,CHEK1,1089,26
CHEK2_PKc_E10_87.3,CHEK2,353,1
CHEK2_PKc_E5_47.1,CHEK2,1643,11
CHEK2_PKc_E6_109.1,CHEK2,1352,1199
CHEK2_PKc_E7_54.1,CHEK2,946,737
CHEK2_PKc_E8_62.1,CHEK2,880,1
CHEK2_PKc_E9_100.2,CHEK2,178,1
CHUK_PKc_E1_63.6,CHUK,633,2
CHUK_PKc_E2_95.2,CHUK,2875,592
CHUK_PKc_E3_115,CHUK,774,140
CHUK_PKc_E4_70.2,CHUK,1067,28
CHUK_PKc_E5_89,CHUK,239,15
CHUK_PKc_E6_90.5,CHUK,2235,10969
CIT_PKc_E4_132.1,CIT,1279,38
CIT_PKc_E5_102.1,CIT,1160,349
CIT_PKc_E6_143.9,CIT,252,1
CIT_PKc_E7_94,CIT,944,39
CIT_PKc_E8_204,CIT,971,79
CIT_PKc_E9_154.9,CIT,418,1
CLK1_PKc_E4_40,CLK1,562,1
CLK1_PKc_E5_67,CLK1,1310,261
CLK1_PKc_E6_117.1,CLK1,459,26
